"","t","k"
"46629",11658,62
"46633",11659,62
"46637",11660,62
"46641",11661,62
"46645",11662,62
"46649",11663,62
"46653",11664,62
"46657",11665,62
"46661",11666,62
"46665",11667,62
"46669",11668,62
"46673",11669,62
"46677",11670,62
"46681",11671,62
"46685",11672,62
"46689",11673,62
"46693",11674,62
"46697",11675,62
"46701",11676,62
"46705",11677,62
"46709",11678,62
"46713",11679,62
"46717",11680,62
"46721",11681,62
"46725",11682,62
"46729",11683,62
"46733",11684,62
"46737",11685,62
"46741",11686,62
"46745",11687,62
"46749",11688,62
"46753",11689,62
"46757",11690,62
"46761",11691,62
"46765",11692,62
"46769",11693,62
"46773",11694,62
"46777",11695,62
"46781",11696,62
"46785",11697,62
"46789",11698,62
"46793",11699,62
"46797",11700,62
"46801",11701,62
"46805",11702,62
"46809",11703,62
"46813",11704,62
"46817",11705,62
"46821",11706,62
"46825",11707,62
"46829",11708,62
"46833",11709,62
"46837",11710,62
"46841",11711,62
"46845",11712,62
"46849",11713,62
"46853",11714,62
"46857",11715,62
"46861",11716,62
"46865",11717,62
"46869",11718,62
"46873",11719,62
"46877",11720,62
"46881",11721,62
"46885",11722,62
"46889",11723,62
"46893",11724,62
"46897",11725,62
"46901",11726,62
"46905",11727,62
"46909",11728,62
"46913",11729,62
"46917",11730,62
"46921",11731,62
"46925",11732,62
"46929",11733,62
"46933",11734,62
"46937",11735,62
"46941",11736,62
"46945",11737,62
"46949",11738,62
"46953",11739,62
"46957",11740,62
"46961",11741,62
"46965",11742,62
"46969",11743,62
"46973",11744,62
"46977",11745,62
"46981",11746,62
"46985",11747,62
"46989",11748,62
"46993",11749,62
"46997",11750,62
"47001",11751,62
"47005",11752,62
"47009",11753,62
"47013",11754,62
"47017",11755,62
"47021",11756,62
"47025",11757,62
"47029",11758,62
"47033",11759,62
"47037",11760,62
"47041",11761,62
"47045",11762,62
"47049",11763,62
"47053",11764,62
"47057",11765,62
"47061",11766,62
"47065",11767,62
"47069",11768,62
"47073",11769,62
"47077",11770,62
"47081",11771,62
"47085",11772,62
"47089",11773,62
"47093",11774,62
"47097",11775,62
"47101",11776,62
"47105",11777,62
"47109",11778,62
"47113",11779,62
"47117",11780,62
"47121",11781,62
"47125",11782,62
"47129",11783,62
"47133",11784,62
"47137",11785,62
"47141",11786,62
"47145",11787,62
"47149",11788,62
"47153",11789,62
"47157",11790,62
"47161",11791,62
"47165",11792,62
"47169",11793,62
"47173",11794,62
"47177",11795,62
"47181",11796,62
"47185",11797,62
"47189",11798,62
"47193",11799,62
"47197",11800,62
"47201",11801,62
"47205",11802,62
"47209",11803,62
"47213",11804,62
"47217",11805,62
"47221",11806,62
"47225",11807,62
"47229",11808,62
"47233",11809,62
"47237",11810,62
"47241",11811,62
"47245",11812,62
"47249",11813,62
"47253",11814,62
"47257",11815,62
"47261",11816,62
"47265",11817,62
"47269",11818,62
"47273",11819,62
"47277",11820,62
"47281",11821,62
"47285",11822,62
"47289",11823,62
"47293",11824,62
"47297",11825,62
"47301",11826,62
"47305",11827,62
"47309",11828,62
"47313",11829,62
"47317",11830,62
"47321",11831,62
"47325",11832,62
"47329",11833,62
"47333",11834,62
"47337",11835,62
"47341",11836,62
"47345",11837,62
"47349",11838,62
"47353",11839,62
"47357",11840,62
"47361",11841,62
"47365",11842,62
"47369",11843,62
"47373",11844,62
"47377",11845,62
"47381",11846,62
"47385",11847,62
"47389",11848,62
"47393",11849,62
"47397",11850,62
"47401",11851,62
"47405",11852,62
"47409",11853,62
"47413",11854,62
"47417",11855,62
"47421",11856,62
"47425",11857,62
"47429",11858,62
"47433",11859,62
"47437",11860,62
"47441",11861,62
"47445",11862,62
"47449",11863,62
"47453",11864,62
"47457",11865,62
"47461",11866,62
"47465",11867,62
"47469",11868,62
"47473",11869,62
"47477",11870,62
"47481",11871,62
"47485",11872,62
"47489",11873,62
"47493",11874,62
"47497",11875,62
"47501",11876,62
"47505",11877,62
"47509",11878,62
"47513",11879,62
"47517",11880,62
"47521",11881,62
"47525",11882,62
"47529",11883,62
"47533",11884,62
"47537",11885,62
"47541",11886,62
"47545",11887,62
"47549",11888,62
"47553",11889,62
"47557",11890,62
"47561",11891,62
"47565",11892,62
"47569",11893,62
"47573",11894,62
"47577",11895,62
"47581",11896,62
"47585",11897,62
"47589",11898,62
"47593",11899,62
"47597",11900,62
"47601",11901,62
"47605",11902,62
"47609",11903,62
"47613",11904,62
"47617",11905,62
"47621",11906,62
"47625",11907,62
"47629",11908,62
"47633",11909,62
"47637",11910,62
"47641",11911,62
"47645",11912,62
"47649",11913,62
"47653",11914,62
"47657",11915,62
"47661",11916,62
"47665",11917,62
"47669",11918,62
"47673",11919,62
"47677",11920,62
"47681",11921,62
"47685",11922,62
"47689",11923,62
"47693",11924,62
"47697",11925,62
"47701",11926,62
"47705",11927,62
"47709",11928,62
"47713",11929,62
"47717",11930,62
"47721",11931,62
"47725",11932,62
"47729",11933,62
"47733",11934,62
"47737",11935,62
"47741",11936,62
"47745",11937,62
"47749",11938,62
"47753",11939,62
"47757",11940,63
"47761",11941,63
"47765",11942,63
"47769",11943,63
"47773",11944,63
"47777",11945,63
"47781",11946,63
"47785",11947,63
"47789",11948,63
"47793",11949,63
"47797",11950,63
"47801",11951,63
"47805",11952,63
"47809",11953,63
"47813",11954,63
"47817",11955,63
"47821",11956,63
"47825",11957,63
"47829",11958,63
"47833",11959,63
"47837",11960,63
"47841",11961,63
"47845",11962,63
"47849",11963,63
"47853",11964,63
"47857",11965,63
"47861",11966,63
"47865",11967,63
"47869",11968,63
"47873",11969,63
"47877",11970,63
"47881",11971,63
"47885",11972,63
"47889",11973,63
"47893",11974,63
"47897",11975,63
"47901",11976,63
"47905",11977,63
"47909",11978,63
"47913",11979,63
"47917",11980,63
"47921",11981,63
"47925",11982,63
"47929",11983,63
"47933",11984,63
"47937",11985,63
"47941",11986,63
"47945",11987,63
"47949",11988,63
"47953",11989,63
"47957",11990,63
"47961",11991,63
"47965",11992,63
"47969",11993,63
"47973",11994,63
"47977",11995,63
"47981",11996,63
"47985",11997,63
"47989",11998,63
"47993",11999,63
"47997",12000,63
"48001",12001,63
"48005",12002,63
"48009",12003,63
"48013",12004,63
"48017",12005,63
"48021",12006,63
"48025",12007,63
"48029",12008,63
"48033",12009,63
"48037",12010,63
"48041",12011,63
"48045",12012,63
"48049",12013,63
"48053",12014,63
"48057",12015,63
"48061",12016,63
"48065",12017,63
"48069",12018,63
"48073",12019,63
"48077",12020,63
"48081",12021,63
"48085",12022,63
"48089",12023,63
"48093",12024,63
"48097",12025,63
"48101",12026,63
"48105",12027,63
"48109",12028,63
"48113",12029,63
"48117",12030,63
"48121",12031,63
"48125",12032,63
"48129",12033,63
"48133",12034,63
"48137",12035,63
"48141",12036,63
"48145",12037,63
"48149",12038,63
"48153",12039,63
"48157",12040,63
"48161",12041,63
"48165",12042,63
"48169",12043,63
"48173",12044,63
"48177",12045,63
"48181",12046,63
"48185",12047,63
"48189",12048,63
"48193",12049,63
"48197",12050,63
"48201",12051,63
"48205",12052,63
"48209",12053,63
"48213",12054,63
"48217",12055,63
"48221",12056,63
"48225",12057,63
"48229",12058,63
"48233",12059,63
"48237",12060,63
"48241",12061,63
"48245",12062,63
"48249",12063,63
"48253",12064,63
"48257",12065,63
"48261",12066,63
"48265",12067,63
"48269",12068,63
"48273",12069,63
"48277",12070,63
"48281",12071,63
"48285",12072,63
"48289",12073,63
"48293",12074,63
"48297",12075,63
"48301",12076,63
"48305",12077,63
"48309",12078,63
"48313",12079,63
"48317",12080,63
"48321",12081,63
"48325",12082,63
"48329",12083,63
"48333",12084,63
"48337",12085,63
"48341",12086,63
"48345",12087,63
"48349",12088,63
"48353",12089,63
"48357",12090,63
"48361",12091,64
"48365",12092,64
"48369",12093,64
"48373",12094,64
"48377",12095,64
"48381",12096,64
"48385",12097,64
"48389",12098,64
"48393",12099,64
"48397",12100,64
"48401",12101,64
"48405",12102,64
"48409",12103,64
"48413",12104,64
"48417",12105,64
"48421",12106,64
"48425",12107,64
"48429",12108,64
"48433",12109,64
"48437",12110,64
"48441",12111,64
"48445",12112,64
"48449",12113,64
"48453",12114,64
"48457",12115,64
"48461",12116,64
"48465",12117,64
"48469",12118,64
"48473",12119,64
"48477",12120,64
"48481",12121,64
"48485",12122,64
"48489",12123,64
"48493",12124,64
"48497",12125,64
"48501",12126,64
"48505",12127,64
"48509",12128,64
"48513",12129,64
"48517",12130,64
"48521",12131,64
"48525",12132,64
"48529",12133,64
"48533",12134,64
"48537",12135,64
"48541",12136,64
"48545",12137,64
"48549",12138,64
"48553",12139,64
"48557",12140,64
"48561",12141,64
"48565",12142,64
"48569",12143,64
"48573",12144,64
"48577",12145,64
"48581",12146,64
"48585",12147,64
"48589",12148,64
"48593",12149,64
"48597",12150,64
"48601",12151,64
"48605",12152,64
"48609",12153,64
"48613",12154,64
"48617",12155,64
"48621",12156,64
"48625",12157,64
"48629",12158,64
"48633",12159,64
"48637",12160,64
"48641",12161,64
"48645",12162,64
"48649",12163,64
"48653",12164,64
"48657",12165,64
"48661",12166,64
"48665",12167,64
"48669",12168,64
"48673",12169,64
"48677",12170,64
"48681",12171,64
"48685",12172,64
"48689",12173,64
"48693",12174,64
"48697",12175,64
"48701",12176,64
"48705",12177,64
"48709",12178,64
"48713",12179,64
"48717",12180,64
"48721",12181,64
"48725",12182,64
"48729",12183,64
"48733",12184,64
"48737",12185,64
"48741",12186,64
"48745",12187,64
"48749",12188,65
"48753",12189,65
"48757",12190,65
"48761",12191,65
"48765",12192,65
"48769",12193,65
"48773",12194,65
"48777",12195,65
"48781",12196,65
"48785",12197,65
"48789",12198,65
"48793",12199,65
"48797",12200,65
"48801",12201,65
"48805",12202,65
"48809",12203,65
"48813",12204,65
"48817",12205,65
"48821",12206,65
"48825",12207,65
"48829",12208,65
"48833",12209,65
"48837",12210,65
"48841",12211,65
"48845",12212,65
"48849",12213,65
"48853",12214,65
"48857",12215,65
"48861",12216,65
"48865",12217,65
"48869",12218,65
"48873",12219,65
"48877",12220,65
"48881",12221,65
"48885",12222,65
"48889",12223,65
"48893",12224,65
"48897",12225,65
"48901",12226,65
"48905",12227,65
"48909",12228,65
"48913",12229,65
"48917",12230,65
"48921",12231,65
"48925",12232,65
"48929",12233,65
"48933",12234,65
"48937",12235,65
"48941",12236,65
"48945",12237,65
"48949",12238,65
"48953",12239,65
"48957",12240,65
"48961",12241,65
"48965",12242,65
"48969",12243,65
"48973",12244,65
"48977",12245,65
"48981",12246,65
"48985",12247,65
"48989",12248,65
"48993",12249,65
"48997",12250,65
"49001",12251,65
"49005",12252,65
"49009",12253,65
"49013",12254,65
"49017",12255,65
"49021",12256,65
"49025",12257,65
"49029",12258,65
"49033",12259,65
"49037",12260,65
"49041",12261,65
"49045",12262,65
"49049",12263,65
"49053",12264,65
"49057",12265,65
"49061",12266,65
"49065",12267,65
"49069",12268,65
"49073",12269,65
"49077",12270,65
"49081",12271,65
"49085",12272,65
"49089",12273,65
"49093",12274,65
"49097",12275,65
"49101",12276,65
"49105",12277,65
"49109",12278,65
"49113",12279,65
"49117",12280,65
"49121",12281,65
"49125",12282,65
"49129",12283,65
"49133",12284,65
"49137",12285,65
"49141",12286,65
"49145",12287,65
"49149",12288,65
"49153",12289,65
"49157",12290,65
"49161",12291,65
"49165",12292,65
"49169",12293,65
"49173",12294,65
"49177",12295,65
"49181",12296,65
"49185",12297,65
"49189",12298,65
"49193",12299,65
"49197",12300,65
"49201",12301,65
"49205",12302,65
"49209",12303,65
"49213",12304,65
"49217",12305,65
"49221",12306,65
"49225",12307,65
"49229",12308,65
"49233",12309,65
"49237",12310,65
"49241",12311,65
"49245",12312,65
"49249",12313,65
"49253",12314,65
"49257",12315,65
"49261",12316,65
"49265",12317,65
"49269",12318,65
"49273",12319,65
"49277",12320,65
"49281",12321,65
"49285",12322,65
"49289",12323,65
"49293",12324,65
"49297",12325,65
"49301",12326,65
"49305",12327,65
"49309",12328,65
"49313",12329,65
"49317",12330,65
"49321",12331,65
"49325",12332,65
"49329",12333,65
"49333",12334,65
"49337",12335,65
"49341",12336,65
"49345",12337,65
"49349",12338,65
"49353",12339,65
"49357",12340,65
"49361",12341,65
"49365",12342,65
"49369",12343,65
"49373",12344,65
"49377",12345,65
"49381",12346,65
"49385",12347,65
"49389",12348,65
"49393",12349,65
"49397",12350,65
"49401",12351,65
"49405",12352,65
"49409",12353,65
"49413",12354,65
"49417",12355,65
"49421",12356,65
"49425",12357,65
"49429",12358,65
"49433",12359,65
"49437",12360,65
"49441",12361,65
"49445",12362,65
"49449",12363,65
"49453",12364,65
"49457",12365,65
"49461",12366,65
"49465",12367,65
"49469",12368,65
"49473",12369,65
"49477",12370,65
"49481",12371,65
"49485",12372,65
"49489",12373,65
"49493",12374,65
"49497",12375,65
"49501",12376,65
"49505",12377,65
"49509",12378,65
"49513",12379,65
"49517",12380,65
"49521",12381,65
"49525",12382,65
"49529",12383,65
"49533",12384,65
"49537",12385,65
"49541",12386,65
"49545",12387,65
"49549",12388,65
"49553",12389,65
"49557",12390,65
"49561",12391,65
"49565",12392,65
"49569",12393,65
"49573",12394,65
"49577",12395,65
"49581",12396,65
"49585",12397,65
"49589",12398,65
"49593",12399,65
"49597",12400,65
"49601",12401,65
"49605",12402,65
"49609",12403,65
"49613",12404,65
"49617",12405,65
"49621",12406,65
"49625",12407,65
"49629",12408,65
"49633",12409,65
"49637",12410,65
"49641",12411,65
"49645",12412,65
"49649",12413,65
"49653",12414,65
"49657",12415,65
"49661",12416,65
"49665",12417,65
"49669",12418,65
"49673",12419,65
"49677",12420,65
"49681",12421,65
"49685",12422,65
"49689",12423,65
"49693",12424,65
"49697",12425,65
"49701",12426,65
"49705",12427,65
"49709",12428,65
"49713",12429,65
"49717",12430,65
"49721",12431,65
"49725",12432,65
"49729",12433,65
"49733",12434,65
"49737",12435,65
"49741",12436,65
"49745",12437,65
"49749",12438,65
"49753",12439,65
"49757",12440,65
"49761",12441,65
"49765",12442,65
"49769",12443,65
"49773",12444,65
"49777",12445,65
"49781",12446,65
"49785",12447,65
"49789",12448,65
"49793",12449,65
"49797",12450,65
"49801",12451,65
"49805",12452,65
"49809",12453,65
"49813",12454,65
"49817",12455,65
"49821",12456,65
"49825",12457,65
"49829",12458,65
"49833",12459,65
"49837",12460,65
"49841",12461,65
"49845",12462,65
"49849",12463,65
"49853",12464,65
"49857",12465,65
"49861",12466,65
"49865",12467,65
"49869",12468,65
"49873",12469,65
"49877",12470,65
"49881",12471,65
"49885",12472,65
"49889",12473,65
"49893",12474,65
"49897",12475,65
"49901",12476,65
"49905",12477,65
"49909",12478,65
"49913",12479,65
"49917",12480,65
"49921",12481,65
"49925",12482,65
"49929",12483,65
"49933",12484,65
"49937",12485,65
"49941",12486,65
"49945",12487,65
"49949",12488,65
"49953",12489,65
"49957",12490,65
"49961",12491,65
"49965",12492,65
"49969",12493,65
"49973",12494,65
"49977",12495,65
"49981",12496,65
"49985",12497,65
"49989",12498,65
"49993",12499,65
"49997",12500,65
"50001",12501,65
"50005",12502,65
"50009",12503,65
"50013",12504,65
"50017",12505,65
"50021",12506,65
"50025",12507,65
"50029",12508,65
"50033",12509,65
"50037",12510,65
"50041",12511,65
"50045",12512,65
"50049",12513,65
"50053",12514,65
"50057",12515,65
"50061",12516,65
"50065",12517,65
"50069",12518,65
"50073",12519,65
"50077",12520,65
"50081",12521,65
"50085",12522,65
"50089",12523,65
"50093",12524,65
"50097",12525,65
"50101",12526,65
"50105",12527,65
"50109",12528,65
"50113",12529,65
"50117",12530,65
"50121",12531,65
"50125",12532,65
"50129",12533,65
"50133",12534,65
"50137",12535,65
"50141",12536,65
"50145",12537,65
"50149",12538,65
"50153",12539,65
"50157",12540,65
"50161",12541,65
"50165",12542,65
"50169",12543,65
"50173",12544,65
"50177",12545,65
"50181",12546,65
"50185",12547,65
"50189",12548,65
"50193",12549,65
"50197",12550,65
"50201",12551,65
"50205",12552,65
"50209",12553,65
"50213",12554,65
"50217",12555,65
"50221",12556,65
"50225",12557,65
"50229",12558,65
"50233",12559,65
"50237",12560,65
"50241",12561,65
"50245",12562,65
"50249",12563,65
"50253",12564,65
"50257",12565,65
"50261",12566,65
"50265",12567,65
"50269",12568,65
"50273",12569,65
"50277",12570,65
"50281",12571,65
"50285",12572,65
"50289",12573,65
"50293",12574,65
"50297",12575,65
"50301",12576,65
"50305",12577,65
"50309",12578,65
"50313",12579,65
"50317",12580,65
"50321",12581,65
"50325",12582,65
"50329",12583,65
"50333",12584,65
"50337",12585,65
"50341",12586,65
"50345",12587,65
"50349",12588,65
"50353",12589,65
"50357",12590,65
"50361",12591,65
"50365",12592,65
"50369",12593,65
"50373",12594,65
"50377",12595,65
"50381",12596,65
"50385",12597,65
"50389",12598,65
"50393",12599,65
"50397",12600,65
"50401",12601,65
"50405",12602,65
"50409",12603,65
"50413",12604,66
"50417",12605,66
"50421",12606,66
"50425",12607,66
"50429",12608,66
"50433",12609,66
"50437",12610,66
"50441",12611,66
"50445",12612,66
"50449",12613,66
"50453",12614,66
"50457",12615,66
"50461",12616,66
"50465",12617,66
"50469",12618,66
"50473",12619,66
"50477",12620,66
"50481",12621,66
"50485",12622,66
"50489",12623,66
"50493",12624,66
"50497",12625,66
"50501",12626,66
"50505",12627,66
"50509",12628,66
"50513",12629,66
"50517",12630,66
"50521",12631,66
"50525",12632,66
"50529",12633,66
"50533",12634,66
"50537",12635,66
"50541",12636,66
"50545",12637,66
"50549",12638,66
"50553",12639,66
"50557",12640,66
"50561",12641,66
"50565",12642,66
"50569",12643,66
"50573",12644,66
"50577",12645,66
"50581",12646,66
"50585",12647,66
"50589",12648,66
"50593",12649,66
"50597",12650,66
"50601",12651,66
"50605",12652,66
"50609",12653,66
"50613",12654,66
"50617",12655,66
"50621",12656,66
"50625",12657,66
"50629",12658,66
"50633",12659,66
"50637",12660,66
"50641",12661,66
"50645",12662,66
"50649",12663,66
"50653",12664,66
"50657",12665,66
"50661",12666,66
"50665",12667,66
"50669",12668,66
"50673",12669,66
"50677",12670,66
"50681",12671,66
"50685",12672,66
"50689",12673,66
"50693",12674,66
"50697",12675,66
"50701",12676,66
"50705",12677,66
"50709",12678,66
"50713",12679,66
"50717",12680,66
"50721",12681,66
"50725",12682,66
"50729",12683,66
"50733",12684,66
"50737",12685,66
"50741",12686,66
"50745",12687,66
"50749",12688,66
"50753",12689,66
"50757",12690,66
"50761",12691,66
"50765",12692,66
"50769",12693,66
"50773",12694,66
"50777",12695,66
"50781",12696,66
"50785",12697,66
"50789",12698,66
"50793",12699,66
"50797",12700,66
"50801",12701,66
"50805",12702,66
"50809",12703,66
"50813",12704,66
"50817",12705,66
"50821",12706,66
"50825",12707,66
"50829",12708,66
"50833",12709,66
"50837",12710,66
"50841",12711,66
"50845",12712,66
"50849",12713,66
"50853",12714,66
"50857",12715,66
"50861",12716,66
"50865",12717,66
"50869",12718,66
"50873",12719,66
"50877",12720,66
"50881",12721,66
"50885",12722,66
"50889",12723,66
"50893",12724,66
"50897",12725,66
"50901",12726,66
"50905",12727,66
"50909",12728,66
"50913",12729,66
"50917",12730,66
"50921",12731,66
"50925",12732,66
"50929",12733,66
"50933",12734,66
"50937",12735,66
"50941",12736,66
"50945",12737,66
"50949",12738,67
"50953",12739,67
"50957",12740,67
"50961",12741,67
"50965",12742,67
"50969",12743,67
"50973",12744,67
"50977",12745,67
"50981",12746,67
"50985",12747,67
"50989",12748,67
"50993",12749,67
"50997",12750,67
"51001",12751,67
"51005",12752,67
"51009",12753,67
"51013",12754,67
"51017",12755,67
"51021",12756,67
"51025",12757,67
"51029",12758,67
"51033",12759,67
"51037",12760,67
"51041",12761,67
"51045",12762,67
"51049",12763,67
"51053",12764,67
"51057",12765,67
"51061",12766,67
"51065",12767,67
"51069",12768,67
"51073",12769,67
"51077",12770,67
"51081",12771,67
"51085",12772,67
"51089",12773,67
"51093",12774,67
"51097",12775,67
"51101",12776,67
"51105",12777,67
"51109",12778,67
"51113",12779,67
"51117",12780,67
"51121",12781,67
"51125",12782,67
"51129",12783,67
"51133",12784,67
"51137",12785,67
"51141",12786,67
"51145",12787,67
"51149",12788,67
"51153",12789,67
"51157",12790,67
"51161",12791,67
"51165",12792,67
"51169",12793,67
"51173",12794,67
"51177",12795,67
"51181",12796,67
"51185",12797,67
"51189",12798,67
"51193",12799,67
"51197",12800,67
"51201",12801,67
"51205",12802,67
"51209",12803,67
"51213",12804,67
"51217",12805,67
"51221",12806,67
"51225",12807,67
"51229",12808,67
"51233",12809,67
"51237",12810,67
"51241",12811,67
"51245",12812,67
"51249",12813,67
"51253",12814,67
"51257",12815,67
"51261",12816,67
"51265",12817,67
"51269",12818,67
"51273",12819,67
"51277",12820,67
"51281",12821,67
"51285",12822,67
"51289",12823,67
"51293",12824,67
"51297",12825,67
"51301",12826,67
"51305",12827,67
"51309",12828,67
"51313",12829,67
"51317",12830,67
"51321",12831,67
"51325",12832,67
"51329",12833,67
"51333",12834,67
"51337",12835,67
"51341",12836,67
"51345",12837,68
"51349",12838,68
"51353",12839,68
"51357",12840,68
"51361",12841,68
"51365",12842,68
"51369",12843,68
"51373",12844,68
"51377",12845,68
"51381",12846,68
"51385",12847,68
"51389",12848,68
"51393",12849,68
"51397",12850,68
"51401",12851,68
"51405",12852,68
"51409",12853,68
"51413",12854,68
"51417",12855,68
"51421",12856,68
"51425",12857,68
"51429",12858,68
"51433",12859,68
"51437",12860,68
"51441",12861,68
"51445",12862,68
"51449",12863,68
"51453",12864,68
"51457",12865,68
"51461",12866,68
"51465",12867,68
"51469",12868,68
"51473",12869,68
"51477",12870,68
"51481",12871,68
"51485",12872,68
"51489",12873,68
"51493",12874,68
"51497",12875,68
"51501",12876,68
"51505",12877,68
"51509",12878,68
"51513",12879,68
"51517",12880,68
"51521",12881,68
"51525",12882,68
"51529",12883,68
"51533",12884,68
"51537",12885,68
"51541",12886,68
"51545",12887,68
"51549",12888,68
"51553",12889,68
"51557",12890,68
"51561",12891,68
"51565",12892,68
"51569",12893,68
"51573",12894,68
"51577",12895,68
"51581",12896,68
"51585",12897,68
"51589",12898,68
"51593",12899,68
"51597",12900,68
"51601",12901,68
"51605",12902,68
"51609",12903,68
"51613",12904,68
"51617",12905,68
"51621",12906,68
"51625",12907,68
"51629",12908,68
"51633",12909,68
"51637",12910,68
"51641",12911,68
"51645",12912,68
"51649",12913,68
"51653",12914,68
"51657",12915,68
"51661",12916,68
"51665",12917,68
"51669",12918,68
"51673",12919,68
"51677",12920,68
"51681",12921,68
"51685",12922,68
"51689",12923,68
"51693",12924,68
"51697",12925,68
"51701",12926,68
"51705",12927,68
"51709",12928,68
"51713",12929,68
"51717",12930,68
"51721",12931,68
"51725",12932,68
"51729",12933,68
"51733",12934,68
"51737",12935,68
"51741",12936,68
"51745",12937,68
"51749",12938,68
"51753",12939,68
"51757",12940,68
"51761",12941,68
"51765",12942,68
"51769",12943,68
"51773",12944,68
"51777",12945,68
"51781",12946,68
"51785",12947,68
"51789",12948,68
"51793",12949,68
"51797",12950,68
"51801",12951,68
"51805",12952,68
"51809",12953,68
"51813",12954,68
"51817",12955,68
"51821",12956,68
"51825",12957,68
"51829",12958,68
"51833",12959,68
"51837",12960,68
"51841",12961,68
"51845",12962,68
"51849",12963,68
"51853",12964,68
"51857",12965,68
"51861",12966,68
"51865",12967,68
"51869",12968,68
"51873",12969,68
"51877",12970,68
"51881",12971,68
"51885",12972,68
"51889",12973,68
"51893",12974,68
"51897",12975,68
"51901",12976,68
"51905",12977,68
"51909",12978,68
"51913",12979,68
"51917",12980,68
"51921",12981,68
"51925",12982,68
"51929",12983,68
"51933",12984,68
"51937",12985,68
"51941",12986,68
"51945",12987,68
"51949",12988,68
"51953",12989,68
"51957",12990,68
"51961",12991,68
"51965",12992,68
"51969",12993,68
"51973",12994,68
"51977",12995,68
"51981",12996,68
"51985",12997,68
"51989",12998,68
"51993",12999,68
"51997",13000,68
"52001",13001,68
"52005",13002,68
"52009",13003,68
"52013",13004,68
"52017",13005,68
"52021",13006,68
"52025",13007,68
"52029",13008,68
"52033",13009,68
"52037",13010,68
"52041",13011,68
"52045",13012,68
"52049",13013,68
"52053",13014,68
"52057",13015,68
"52061",13016,68
"52065",13017,68
"52069",13018,68
"52073",13019,68
"52077",13020,68
"52081",13021,68
"52085",13022,68
"52089",13023,68
"52093",13024,68
"52097",13025,68
"52101",13026,68
"52105",13027,68
"52109",13028,68
"52113",13029,68
"52117",13030,68
"52121",13031,68
"52125",13032,68
"52129",13033,68
"52133",13034,68
"52137",13035,68
"52141",13036,68
"52145",13037,68
"52149",13038,68
"52153",13039,68
"52157",13040,68
"52161",13041,68
"52165",13042,68
"52169",13043,68
"52173",13044,68
"52177",13045,68
"52181",13046,68
"52185",13047,68
"52189",13048,68
"52193",13049,68
"52197",13050,68
"52201",13051,68
"52205",13052,68
"52209",13053,68
"52213",13054,68
"52217",13055,68
"52221",13056,68
"52225",13057,68
"52229",13058,68
"52233",13059,68
"52237",13060,68
"52241",13061,68
"52245",13062,68
"52249",13063,68
"52253",13064,68
"52257",13065,68
"52261",13066,68
"52265",13067,68
"52269",13068,68
"52273",13069,68
"52277",13070,68
"52281",13071,68
"52285",13072,68
"52289",13073,68
"52293",13074,68
"52297",13075,68
"52301",13076,68
"52305",13077,68
"52309",13078,68
"52313",13079,68
"52317",13080,68
"52321",13081,68
"52325",13082,68
"52329",13083,68
"52333",13084,68
"52337",13085,68
"52341",13086,68
"52345",13087,68
"52349",13088,68
"52353",13089,68
"52357",13090,68
"52361",13091,68
"52365",13092,68
"52369",13093,68
"52373",13094,68
"52377",13095,68
"52381",13096,68
"52385",13097,68
"52389",13098,68
"52393",13099,68
"52397",13100,68
"52401",13101,68
"52405",13102,68
"52409",13103,68
"52413",13104,68
"52417",13105,68
"52421",13106,68
"52425",13107,68
"52429",13108,68
"52433",13109,68
"52437",13110,68
"52441",13111,68
"52445",13112,68
"52449",13113,68
"52453",13114,68
"52457",13115,68
"52461",13116,68
"52465",13117,68
"52469",13118,68
"52473",13119,68
"52477",13120,68
"52481",13121,68
"52485",13122,68
"52489",13123,68
"52493",13124,68
"52497",13125,68
"52501",13126,68
"52505",13127,68
"52509",13128,68
"52513",13129,68
"52517",13130,68
"52521",13131,68
"52525",13132,68
"52529",13133,68
"52533",13134,68
"52537",13135,68
"52541",13136,68
"52545",13137,68
"52549",13138,68
"52553",13139,68
"52557",13140,68
"52561",13141,68
"52565",13142,68
"52569",13143,68
"52573",13144,68
"52577",13145,68
"52581",13146,68
"52585",13147,68
"52589",13148,68
"52593",13149,68
"52597",13150,68
"52601",13151,68
"52605",13152,68
"52609",13153,68
"52613",13154,68
"52617",13155,68
"52621",13156,68
"52625",13157,68
"52629",13158,68
"52633",13159,68
"52637",13160,68
"52641",13161,68
"52645",13162,68
"52649",13163,68
"52653",13164,68
"52657",13165,68
"52661",13166,68
"52665",13167,68
"52669",13168,68
"52673",13169,68
"52677",13170,68
"52681",13171,68
"52685",13172,68
"52689",13173,68
"52693",13174,68
"52697",13175,68
"52701",13176,68
"52705",13177,68
"52709",13178,68
"52713",13179,68
"52717",13180,68
"52721",13181,68
"52725",13182,68
"52729",13183,68
"52733",13184,68
"52737",13185,68
"52741",13186,68
"52745",13187,68
"52749",13188,68
"52753",13189,68
"52757",13190,68
"52761",13191,68
"52765",13192,68
"52769",13193,68
"52773",13194,68
"52777",13195,68
"52781",13196,68
"52785",13197,68
"52789",13198,68
"52793",13199,68
"52797",13200,68
"52801",13201,68
"52805",13202,68
"52809",13203,68
"52813",13204,68
"52817",13205,68
"52821",13206,68
"52825",13207,68
"52829",13208,68
"52833",13209,68
"52837",13210,68
"52841",13211,68
