"","t","k"
"582",1581,23
"583",1582,23
"584",1583,23
"585",1584,23
"586",1585,23
"587",1586,23
"588",1587,23
"589",1588,23
"590",1589,23
"591",1590,23
"592",1591,23
"593",1592,23
"594",1593,23
"595",1594,23
"596",1595,23
"597",1596,23
"598",1597,23
"599",1598,23
"600",1599,23
"601",1600,23
"602",1601,23
"603",1602,23
"604",1603,23
"605",1604,23
"606",1605,23
"607",1606,23
"608",1607,23
"609",1608,23
"610",1609,23
"611",1610,23
"612",1611,23
"613",1612,23
"614",1613,23
"615",1614,23
"616",1615,23
"617",1616,23
"618",1617,23
"619",1618,23
"620",1619,23
"621",1620,23
"622",1621,23
"623",1622,23
"624",1623,23
"625",1624,23
"626",1625,23
"627",1626,23
"628",1627,23
"629",1628,23
"630",1629,23
"631",1630,23
"632",1631,23
"633",1632,23
"634",1633,23
"635",1634,23
"636",1635,23
"637",1636,23
"638",1637,23
"639",1638,23
"640",1639,23
"641",1640,23
"642",1641,23
"643",1642,23
"644",1643,23
"645",1644,23
"646",1645,23
"647",1646,23
"648",1647,23
"649",1648,23
"650",1649,23
"651",1650,23
"652",1651,23
"653",1652,23
"654",1653,23
"655",1654,23
"656",1655,23
"657",1656,23
"658",1657,23
"659",1658,23
"660",1659,23
"661",1660,23
"662",1661,23
"663",1662,23
"664",1663,23
"665",1664,23
"666",1665,23
"667",1666,23
"668",1667,23
"669",1668,23
"670",1669,23
"671",1670,23
"672",1671,23
"673",1672,23
"674",1673,23
"675",1674,23
"676",1675,23
"677",1676,23
"678",1677,23
"679",1678,23
"680",1679,23
"681",1680,23
"682",1681,23
"683",1682,23
"684",1683,23
"685",1684,23
"686",1685,23
"687",1686,23
"688",1687,23
"689",1688,23
"690",1689,23
"691",1690,23
"692",1691,23
"693",1692,23
"694",1693,23
"695",1694,23
"696",1695,23
"697",1696,23
"698",1697,23
"699",1698,23
"700",1699,23
"701",1700,23
"702",1701,23
"703",1702,23
"704",1703,23
"705",1704,23
"706",1705,23
"707",1706,23
"708",1707,23
"709",1708,23
"710",1709,23
"711",1710,23
"712",1711,23
"713",1712,23
"714",1713,23
"715",1714,23
"716",1715,23
"717",1716,23
"718",1717,23
"719",1718,23
"720",1719,23
"721",1720,23
"722",1721,23
"723",1722,23
"724",1723,23
"725",1724,23
"726",1725,23
"727",1726,23
"728",1727,23
"729",1728,23
"730",1729,23
"731",1730,23
"732",1731,23
"733",1732,23
"734",1733,23
"735",1734,23
"736",1735,23
"737",1736,23
"738",1737,23
"739",1738,23
"740",1739,23
