"","t","k"
"3023",756,3
"3027",757,3
"3031",758,3
"3035",759,3
"3039",760,3
"3043",761,3
"3047",762,3
"3051",763,3
"3055",764,3
"3059",765,3
"3063",766,3
"3067",767,3
"3071",768,3
"3075",769,3
"3079",770,3
"3083",771,3
"3087",772,3
"3091",773,3
"3095",774,3
"3099",775,3
"3103",776,3
"3107",777,3
"3111",778,3
"3115",779,3
"3119",780,3
"3123",781,3
"3127",782,3
"3131",783,3
"3135",784,3
"3139",785,3
"3143",786,3
"3147",787,3
"3151",788,3
"3155",789,3
"3159",790,3
"3163",791,3
"3167",792,3
"3171",793,3
"3175",794,3
"3179",795,3
"3183",796,3
"3187",797,3
"3191",798,3
"3195",799,3
"3199",800,3
"3203",801,3
"3207",802,3
"3211",803,3
"3215",804,3
"3219",805,3
"3223",806,3
"3227",807,3
"3231",808,3
"3235",809,3
"3239",810,3
"3243",811,3
"3247",812,3
"3251",813,3
"3255",814,3
"3259",815,3
"3263",816,3
"3267",817,3
"3271",818,3
"3275",819,3
"3279",820,3
"3283",821,3
"3287",822,3
"3291",823,3
"3295",824,3
"3299",825,3
"3303",826,3
"3307",827,3
"3311",828,3
"3315",829,3
"3319",830,3
"3323",831,3
"3327",832,3
"3331",833,3
"3335",834,3
"3339",835,3
"3343",836,3
"3347",837,3
"3351",838,3
"3355",839,3
"3359",840,3
"3363",841,3
"3367",842,3
"3371",843,3
"3375",844,3
"3379",845,3
"3383",846,3
"3387",847,3
"3391",848,3
"3395",849,3
"3399",850,3
"3403",851,3
"3407",852,3
"3411",853,3
"3415",854,3
"3419",855,3
"3423",856,3
"3427",857,3
"3431",858,3
"3435",859,3
"3439",860,3
"3443",861,3
"3447",862,3
"3451",863,3
"3455",864,3
"3459",865,3
"3463",866,3
"3467",867,3
"3471",868,3
"3475",869,3
"3479",870,3
"3483",871,3
"3487",872,3
"3491",873,3
"3495",874,3
"3499",875,3
"3503",876,3
"3507",877,3
"3511",878,3
"3515",879,3
"3519",880,3
"3523",881,3
"3527",882,3
"3531",883,3
"3535",884,3
"3539",885,3
"3543",886,3
"3547",887,3
"3551",888,3
"3555",889,3
"3559",890,3
"3563",891,3
"3567",892,3
"3571",893,3
"3575",894,3
"3579",895,3
"3583",896,3
"3587",897,3
"3591",898,3
"3595",899,3
"3599",900,3
"3603",901,3
"3607",902,3
"3611",903,3
"3615",904,3
"3619",905,3
"3623",906,3
"3627",907,3
"3631",908,3
"3635",909,3
"3639",910,3
"3643",911,3
"3647",912,3
"3651",913,3
"3655",914,3
"3659",915,3
"3663",916,3
"3667",917,3
"3671",918,3
"3675",919,3
"3679",920,3
"3683",921,3
"3687",922,3
"3691",923,3
"3695",924,3
"3699",925,3
"3703",926,3
"3707",927,3
"3711",928,3
"3715",929,3
"3719",930,3
"3723",931,3
"3727",932,3
"3731",933,3
"3735",934,3
"3739",935,3
"3743",936,3
"3747",937,3
"3751",938,3
"3755",939,3
"3759",940,3
"3763",941,3
"3767",942,3
"3771",943,3
"3775",944,3
"3779",945,3
"3783",946,3
"3787",947,3
"3791",948,3
"3795",949,3
"3799",950,3
"3803",951,3
"3807",952,3
"3811",953,3
"3815",954,3
"3819",955,3
"3823",956,3
"3827",957,3
"3831",958,3
"3835",959,3
"3839",960,3
"3843",961,3
"3847",962,3
"3851",963,3
"3855",964,3
"3859",965,3
"3863",966,3
"3867",967,3
"3871",968,3
"3875",969,3
"3879",970,3
"3883",971,3
"3887",972,3
"3891",973,3
"3895",974,3
"3899",975,3
"3903",976,3
"3907",977,3
"3911",978,3
"3915",979,3
"3919",980,3
"3923",981,3
"3927",982,3
"3931",983,3
"3935",984,3
"3939",985,3
"3943",986,3
"3947",987,3
"3951",988,3
"3955",989,3
"3959",990,3
"3963",991,3
"3967",992,3
"3971",993,3
"3975",994,3
"3979",995,3
"3983",996,3
"3987",997,3
"3991",998,3
"3995",999,3
"3999",1000,3
"4003",1001,3
"4007",1002,3
"4011",1003,3
"4015",1004,3
"4019",1005,3
"4023",1006,3
"4027",1007,3
"4031",1008,3
"4035",1009,3
"4039",1010,3
"4043",1011,3
"4047",1012,3
"4051",1013,3
"4055",1014,3
"4059",1015,3
"4063",1016,3
"4067",1017,3
"4071",1018,3
"4075",1019,3
"4079",1020,3
"4083",1021,3
"4087",1022,3
"4091",1023,3
"4095",1024,3
"4099",1025,3
"4103",1026,3
"4107",1027,3
"4111",1028,3
"4115",1029,3
"4119",1030,3
"4123",1031,3
"4127",1032,3
"4131",1033,3
"4135",1034,3
"4139",1035,3
"4143",1036,3
"4147",1037,3
"4151",1038,3
"4155",1039,3
"4159",1040,3
"4163",1041,3
"4167",1042,3
"4171",1043,3
"4175",1044,3
"4179",1045,3
"4183",1046,3
"4187",1047,3
"4191",1048,3
"4195",1049,3
"4199",1050,3
"4203",1051,3
"4207",1052,3
"4211",1053,3
"4215",1054,3
"4219",1055,3
"4223",1056,3
"4227",1057,3
"4231",1058,3
"4235",1059,3
"4239",1060,3
"4243",1061,3
"4247",1062,3
"4251",1063,3
"4255",1064,3
"4259",1065,3
"4263",1066,3
"4267",1067,3
"4271",1068,3
"4275",1069,3
"4279",1070,3
"4283",1071,3
"4287",1072,3
"4291",1073,3
"4295",1074,3
"4299",1075,3
"4303",1076,3
"4307",1077,3
"4311",1078,3
"4315",1079,3
"4319",1080,3
"4323",1081,3
"4327",1082,3
"4331",1083,3
"4335",1084,3
"4339",1085,3
"4343",1086,3
"4347",1087,3
"4351",1088,3
"4355",1089,3
"4359",1090,3
"4363",1091,3
"4367",1092,3
"4371",1093,3
"4375",1094,3
"4379",1095,3
"4383",1096,3
"4387",1097,3
"4391",1098,3
"4395",1099,3
"4399",1100,3
"4403",1101,3
"4407",1102,3
"4411",1103,3
"4415",1104,3
"4419",1105,3
"4423",1106,3
"4427",1107,3
"4431",1108,3
"4435",1109,3
"4439",1110,3
"4443",1111,3
"4447",1112,3
"4451",1113,3
"4455",1114,3
"4459",1115,3
"4463",1116,3
"4467",1117,3
"4471",1118,3
"4475",1119,3
"4479",1120,3
"4483",1121,3
"4487",1122,3
"4491",1123,3
"4495",1124,3
"4499",1125,3
"4503",1126,3
"4507",1127,3
"4511",1128,3
"4515",1129,3
"4519",1130,3
"4523",1131,3
"4527",1132,3
"4531",1133,3
"4535",1134,3
"4539",1135,3
"4543",1136,3
"4547",1137,3
"4551",1138,3
"4555",1139,3
"4559",1140,3
"4563",1141,3
"4567",1142,3
"4571",1143,3
"4575",1144,3
"4579",1145,3
"4583",1146,3
"4587",1147,3
"4591",1148,3
"4595",1149,3
"4599",1150,3
"4603",1151,3
"4607",1152,3
"4611",1153,3
"4615",1154,3
"4619",1155,3
"4623",1156,3
"4627",1157,3
"4631",1158,3
"4635",1159,3
"4639",1160,3
"4643",1161,3
"4647",1162,3
"4651",1163,3
"4655",1164,3
"4659",1165,3
"4663",1166,3
"4667",1167,3
"4671",1168,3
"4675",1169,3
"4679",1170,3
"4683",1171,3
"4687",1172,3
"4691",1173,3
"4695",1174,3
"4699",1175,3
"4703",1176,3
"4707",1177,3
"4711",1178,3
"4715",1179,3
"4719",1180,3
"4723",1181,3
"4727",1182,3
"4731",1183,3
"4735",1184,3
"4739",1185,3
"4743",1186,3
"4747",1187,3
"4751",1188,3
"4755",1189,3
"4759",1190,3
"4763",1191,3
"4767",1192,3
"4771",1193,3
"4775",1194,3
"4779",1195,3
"4783",1196,3
"4787",1197,3
"4791",1198,3
"4795",1199,3
"4799",1200,3
"4803",1201,3
"4807",1202,3
"4811",1203,3
"4815",1204,3
"4819",1205,3
"4823",1206,3
"4827",1207,3
"4831",1208,3
"4835",1209,3
"4839",1210,3
"4843",1211,3
"4847",1212,3
"4851",1213,3
"4855",1214,3
"4859",1215,3
"4863",1216,3
"4867",1217,3
"4871",1218,3
"4875",1219,3
"4879",1220,3
"4883",1221,3
"4887",1222,3
"4891",1223,3
"4895",1224,3
"4899",1225,3
"4903",1226,3
"4907",1227,3
"4911",1228,3
"4915",1229,3
"4919",1230,3
"4923",1231,3
"4927",1232,3
"4931",1233,3
"4935",1234,3
"4939",1235,3
"4943",1236,3
"4947",1237,3
"4951",1238,3
"4955",1239,3
"4959",1240,3
"4963",1241,3
"4967",1242,3
"4971",1243,3
"4975",1244,3
"4979",1245,3
"4983",1246,3
"4987",1247,3
"4991",1248,3
"4995",1249,3
"4999",1250,3
"5003",1251,3
"5007",1252,3
"5011",1253,3
"5015",1254,3
"5019",1255,3
"5023",1256,3
"5027",1257,3
"5031",1258,3
"5035",1259,3
"5039",1260,3
"5043",1261,3
"5047",1262,3
"5051",1263,3
"5055",1264,3
"5059",1265,3
"5063",1266,3
"5067",1267,3
"5071",1268,3
"5075",1269,3
"5079",1270,3
"5083",1271,3
"5087",1272,3
"5091",1273,3
"5095",1274,3
"5099",1275,3
"5103",1276,3
"5107",1277,3
"5111",1278,3
"5115",1279,3
"5119",1280,3
"5123",1281,3
"5127",1282,3
"5131",1283,3
"5135",1284,3
"5139",1285,3
"5143",1286,3
"5147",1287,3
"5151",1288,3
"5155",1289,3
"5159",1290,3
"5163",1291,3
"5167",1292,3
"5171",1293,3
"5175",1294,3
"5179",1295,3
"5183",1296,3
"5187",1297,3
"5191",1298,3
"5195",1299,3
"5199",1300,3
"5203",1301,3
"5207",1302,3
"5211",1303,3
"5215",1304,3
"5219",1305,3
"5223",1306,3
"5227",1307,3
"5231",1308,3
"5235",1309,3
"5239",1310,3
"5243",1311,3
"5247",1312,3
"5251",1313,3
"5255",1314,3
"5259",1315,3
"5263",1316,3
"5267",1317,3
"5271",1318,3
"5275",1319,3
"5279",1320,3
"5283",1321,3
"5287",1322,3
"5291",1323,3
"5295",1324,3
"5299",1325,3
"5303",1326,3
"5307",1327,3
"5311",1328,3
"5315",1329,3
"5319",1330,3
"5323",1331,3
"5327",1332,3
"5331",1333,3
"5335",1334,3
"5339",1335,3
"5343",1336,3
"5347",1337,3
"5351",1338,3
"5355",1339,3
"5359",1340,3
"5363",1341,3
"5367",1342,3
"5371",1343,3
"5375",1344,3
"5379",1345,3
"5383",1346,3
"5387",1347,3
"5391",1348,3
"5395",1349,3
"5399",1350,3
"5403",1351,3
"5407",1352,3
"5411",1353,3
"5415",1354,3
"5419",1355,3
"5423",1356,3
"5427",1357,3
"5431",1358,3
"5435",1359,3
"5439",1360,3
"5443",1361,3
"5447",1362,3
"5451",1363,3
"5455",1364,3
"5459",1365,3
"5463",1366,3
"5467",1367,3
"5471",1368,3
"5475",1369,3
"5479",1370,3
"5483",1371,3
"5487",1372,3
"5491",1373,3
"5495",1374,3
"5499",1375,3
"5503",1376,3
"5507",1377,3
"5511",1378,3
"5515",1379,3
"5519",1380,3
"5523",1381,3
"5527",1382,3
"5531",1383,3
"5535",1384,3
"5539",1385,3
"5543",1386,3
"5547",1387,3
"5551",1388,3
"5555",1389,3
"5559",1390,3
"5563",1391,3
"5567",1392,3
"5571",1393,3
"5575",1394,3
"5579",1395,3
"5583",1396,3
"5587",1397,3
"5591",1398,3
"5595",1399,3
"5599",1400,3
"5603",1401,3
"5607",1402,3
"5611",1403,3
"5615",1404,3
"5619",1405,3
"5623",1406,3
"5627",1407,3
"5631",1408,3
"5635",1409,3
"5639",1410,3
"5643",1411,3
"5647",1412,3
"5651",1413,3
"5655",1414,3
"5659",1415,3
"5663",1416,3
"5667",1417,3
"5671",1418,3
"5675",1419,3
"5679",1420,3
"5683",1421,3
"5687",1422,3
"5691",1423,3
"5695",1424,3
"5699",1425,3
"5703",1426,3
"5707",1427,3
"5711",1428,3
"5715",1429,3
"5719",1430,3
"5723",1431,3
"5727",1432,3
"5731",1433,3
"5735",1434,3
"5739",1435,3
"5743",1436,3
"5747",1437,3
"5751",1438,3
"5755",1439,3
"5759",1440,3
"5763",1441,3
"5767",1442,3
"5771",1443,3
"5775",1444,3
"5779",1445,3
"5783",1446,3
"5787",1447,3
"5791",1448,3
"5795",1449,3
"5799",1450,3
"5803",1451,3
"5807",1452,3
"5811",1453,3
"5815",1454,3
"5819",1455,3
"5823",1456,3
"5827",1457,3
"5831",1458,3
"5835",1459,3
"5839",1460,3
"5843",1461,3
"5847",1462,3
"5851",1463,3
"5855",1464,3
"5859",1465,3
"5863",1466,3
"5867",1467,3
"5871",1468,3
"5875",1469,3
"5879",1470,3
"5883",1471,3
"5887",1472,3
"5891",1473,3
"5895",1474,3
"5899",1475,3
"5903",1476,3
"5907",1477,3
"5911",1478,3
"5915",1479,3
"5919",1480,3
"5923",1481,3
"5927",1482,3
"5931",1483,3
"5935",1484,3
"5939",1485,3
"5943",1486,3
"5947",1487,3
"5951",1488,3
"5955",1489,3
"5959",1490,3
"5963",1491,3
"5967",1492,3
"5971",1493,3
"5975",1494,3
"5979",1495,3
"5983",1496,3
"5987",1497,3
"5991",1498,3
"5995",1499,3
"5999",1500,3
"6003",1501,3
"6007",1502,3
"6011",1503,3
"6015",1504,3
"6019",1505,3
"6023",1506,3
"6027",1507,3
"6031",1508,3
"6035",1509,3
"6039",1510,3
"6043",1511,3
"6047",1512,3
"6051",1513,3
"6055",1514,3
"6059",1515,3
"6063",1516,3
"6067",1517,3
"6071",1518,3
"6075",1519,3
"6079",1520,3
"6083",1521,3
"6087",1522,3
"6091",1523,3
"6095",1524,3
"6099",1525,3
"6103",1526,3
"6107",1527,3
"6111",1528,3
"6115",1529,3
"6119",1530,3
"6123",1531,3
"6127",1532,3
"6131",1533,3
"6135",1534,3
"6139",1535,3
"6143",1536,3
"6147",1537,3
"6151",1538,3
"6155",1539,3
"6159",1540,3
"6163",1541,3
"6167",1542,3
"6171",1543,3
"6175",1544,3
"6179",1545,3
"6183",1546,3
"6187",1547,3
"6191",1548,3
"6195",1549,3
"6199",1550,3
"6203",1551,3
"6207",1552,3
"6211",1553,3
"6215",1554,3
"6219",1555,3
"6223",1556,3
"6227",1557,3
"6231",1558,3
"6235",1559,3
"6239",1560,3
"6243",1561,3
"6247",1562,3
"6251",1563,3
"6255",1564,3
"6259",1565,3
"6263",1566,3
"6267",1567,3
"6271",1568,3
"6275",1569,3
"6279",1570,3
"6283",1571,3
"6287",1572,3
"6291",1573,3
"6295",1574,3
"6299",1575,3
"6303",1576,3
"6307",1577,3
"6311",1578,3
"6315",1579,3
"6319",1580,3
"6323",1581,3
"6327",1582,3
"6331",1583,3
"6335",1584,3
"6339",1585,3
"6343",1586,3
"6347",1587,3
"6351",1588,3
"6355",1589,3
"6359",1590,3
"6363",1591,3
"6367",1592,3
"6371",1593,3
"6375",1594,3
"6379",1595,3
"6383",1596,3
"6387",1597,3
"6391",1598,3
"6395",1599,3
"6399",1600,3
"6403",1601,3
"6407",1602,3
"6411",1603,3
"6415",1604,3
"6419",1605,3
"6423",1606,3
"6427",1607,3
"6431",1608,3
"6435",1609,3
"6439",1610,3
"6443",1611,3
"6447",1612,3
"6451",1613,3
"6455",1614,3
"6459",1615,3
"6463",1616,3
"6467",1617,3
"6471",1618,3
"6475",1619,3
"6479",1620,3
"6483",1621,3
"6487",1622,3
"6491",1623,3
"6495",1624,3
"6499",1625,3
"6503",1626,3
"6507",1627,3
"6511",1628,3
"6515",1629,3
"6519",1630,3
"6523",1631,3
"6527",1632,3
"6531",1633,3
"6535",1634,3
"6539",1635,3
"6543",1636,3
"6547",1637,3
"6551",1638,3
"6555",1639,3
"6559",1640,3
"6563",1641,3
"6567",1642,3
"6571",1643,3
"6575",1644,3
"6579",1645,3
"6583",1646,3
"6587",1647,3
"6591",1648,3
"6595",1649,3
"6599",1650,3
"6603",1651,3
"6607",1652,3
"6611",1653,3
"6615",1654,3
"6619",1655,3
"6623",1656,3
"6627",1657,3
"6631",1658,3
"6635",1659,3
"6639",1660,3
"6643",1661,3
"6647",1662,3
"6651",1663,3
"6655",1664,3
"6659",1665,3
"6663",1666,3
"6667",1667,3
"6671",1668,3
"6675",1669,3
"6679",1670,3
"6683",1671,3
"6687",1672,3
"6691",1673,3
"6695",1674,3
"6699",1675,3
"6703",1676,3
"6707",1677,3
"6711",1678,3
"6715",1679,3
"6719",1680,3
"6723",1681,3
"6727",1682,3
"6731",1683,3
"6735",1684,3
"6739",1685,3
"6743",1686,3
"6747",1687,3
"6751",1688,3
"6755",1689,3
"6759",1690,3
"6763",1691,3
"6767",1692,3
