"","t","k"
"1392",348,1
"1396",349,1
"1400",350,1
"1404",351,1
"1408",352,1
"1412",353,1
"1416",354,1
"1420",355,1
"1424",356,1
"1428",357,1
"1432",358,1
"1436",359,1
"1440",360,1
"1444",361,1
"1448",362,1
"1452",363,1
"1456",364,1
"1460",365,1
"1464",366,1
"1468",367,1
"1472",368,1
"1476",369,1
"1480",370,1
"1484",371,1
"1488",372,1
"1492",373,1
"1496",374,1
"1500",375,1
"1504",376,1
"1508",377,1
"1512",378,1
"1516",379,1
"1520",380,1
"1524",381,1
"1528",382,1
"1532",383,1
"1536",384,1
"1540",385,1
"1544",386,1
"1548",387,1
"1552",388,1
"1556",389,1
"1560",390,1
"1564",391,1
"1568",392,1
"1572",393,1
"1576",394,1
"1580",395,1
"1584",396,1
"1588",397,1
"1592",398,1
"1596",399,1
"1600",400,1
"1604",401,1
"1608",402,1
"1612",403,1
"1616",404,1
"1620",405,1
"1624",406,1
"1628",407,1
"1632",408,1
"1636",409,1
"1640",410,1
"1644",411,1
"1648",412,1
"1652",413,1
"1656",414,1
"1660",415,1
"1664",416,1
"1668",417,1
"1672",418,1
"1676",419,1
"1680",420,1
"1684",421,1
"1688",422,1
"1692",423,1
"1696",424,1
"1700",425,1
"1704",426,1
"1708",427,1
"1712",428,1
"1716",429,1
"1720",430,1
"1724",431,1
"1728",432,1
"1732",433,1
"1736",434,1
"1740",435,1
"1744",436,1
"1748",437,1
"1752",438,1
"1756",439,1
"1760",440,1
"1764",441,1
"1768",442,1
"1772",443,1
"1776",444,1
"1780",445,1
"1784",446,1
"1788",447,1
"1792",448,1
"1796",449,1
"1800",450,1
"1804",451,1
"1808",452,1
"1812",453,1
"1816",454,1
"1820",455,1
"1824",456,1
"1828",457,1
"1832",458,1
"1836",459,1
"1840",460,1
"1844",461,1
"1848",462,1
"1852",463,1
"1856",464,1
"1860",465,1
"1864",466,1
"1868",467,1
"1872",468,1
"1876",469,1
"1880",470,1
"1884",471,1
"1888",472,1
"1892",473,1
"1896",474,1
"1900",475,1
"1904",476,1
"1908",477,1
"1912",478,1
"1916",479,1
"1920",480,1
"1924",481,1
"1928",482,1
"1932",483,1
"1936",484,1
"1940",485,1
"1944",486,1
"1948",487,1
"1952",488,1
"1956",489,1
"1960",490,1
"1964",491,1
"1968",492,1
"1972",493,1
"1976",494,1
"1980",495,1
"1984",496,1
"1988",497,1
"1992",498,1
"1996",499,1
"2000",500,1
"2004",501,1
"2008",502,1
"2012",503,1
"2016",504,1
"2020",505,1
"2024",506,1
"2028",507,1
"2032",508,1
"2036",509,1
"2040",510,1
"2044",511,1
"2048",512,1
"2052",513,1
"2056",514,1
"2060",515,1
"2064",516,1
"2068",517,1
"2072",518,1
"2076",519,1
"2080",520,1
"2084",521,1
"2088",522,1
"2092",523,1
"2096",524,1
"2100",525,1
"2104",526,1
"2108",527,1
"2112",528,1
"2116",529,1
"2120",530,1
"2124",531,1
"2128",532,1
"2132",533,1
"2136",534,1
"2140",535,1
"2144",536,1
"2148",537,1
"2152",538,1
"2156",539,1
"2160",540,1
"2164",541,1
"2168",542,1
"2172",543,1
"2176",544,1
"2180",545,1
"2184",546,1
"2188",547,1
"2192",548,1
"2196",549,1
"2200",550,1
"2204",551,1
"2208",552,1
"2212",553,1
"2216",554,1
"2220",555,1
"2224",556,1
"2228",557,1
"2232",558,1
"2236",559,1
"2240",560,1
"2244",561,1
"2248",562,1
"2252",563,1
"2256",564,1
"2260",565,1
"2264",566,1
"2268",567,1
"2272",568,1
"2276",569,1
"2280",570,1
"2284",571,1
"2288",572,1
"2292",573,1
"2296",574,1
"2300",575,1
"2304",576,1
"2308",577,1
"2312",578,1
"2316",579,1
"2320",580,1
"2324",581,1
"2328",582,1
"2332",583,1
"2336",584,1
"2340",585,1
"2344",586,1
"2348",587,1
"2352",588,1
"2356",589,1
"2360",590,1
"2364",591,1
"2368",592,1
"2372",593,1
"2376",594,1
"2380",595,1
"2384",596,1
"2388",597,1
"2392",598,1
"2396",599,1
"2400",600,1
"2404",601,1
"2408",602,1
"2412",603,1
"2416",604,1
"2420",605,1
"2424",606,1
"2428",607,1
"2432",608,1
"2436",609,1
"2440",610,1
"2444",611,1
"2448",612,1
"2452",613,1
"2456",614,1
"2460",615,1
"2464",616,1
"2468",617,1
"2472",618,1
"2476",619,1
"2480",620,1
"2484",621,1
"2488",622,1
"2492",623,1
"2496",624,1
"2500",625,1
"2504",626,1
"2508",627,1
"2512",628,1
"2516",629,1
"2520",630,1
"2524",631,1
"2528",632,1
"2532",633,1
"2536",634,1
"2540",635,1
"2544",636,1
"2548",637,1
"2552",638,1
"2556",639,1
"2560",640,1
"2564",641,1
"2568",642,1
"2572",643,1
"2576",644,1
"2580",645,1
"2584",646,1
"2588",647,1
"2592",648,1
"2596",649,1
"2600",650,1
"2604",651,1
"2608",652,1
"2612",653,1
"2616",654,1
"2620",655,1
"2624",656,1
"2628",657,1
"2632",658,1
"2636",659,1
"2640",660,1
"2644",661,1
"2648",662,1
"2652",663,1
"2656",664,1
"2660",665,1
"2664",666,1
"2668",667,1
"2672",668,1
"2676",669,1
"2680",670,1
"2684",671,1
"2688",672,1
"2692",673,1
"2696",674,1
"2700",675,1
"2704",676,1
"2708",677,1
"2712",678,1
"2716",679,1
"2720",680,1
"2724",681,1
"2728",682,1
"2732",683,1
"2736",684,1
"2740",685,1
"2744",686,1
"2748",687,1
"2752",688,1
"2756",689,1
"2760",690,1
"2764",691,1
"2768",692,1
"2772",693,1
"2776",694,1
"2780",695,1
"2784",696,1
"2788",697,1
"2792",698,1
"2796",699,1
"2800",700,1
"2804",701,1
"2808",702,1
"2812",703,1
"2816",704,1
"2820",705,1
"2824",706,1
"2828",707,1
"2832",708,1
"2836",709,1
"2840",710,1
"2844",711,1
"2848",712,1
"2852",713,1
"2856",714,1
"2860",715,1
"2864",716,1
"2868",717,1
"2872",718,1
"2876",719,1
"2880",720,1
"2884",721,1
"2888",722,1
"2892",723,1
"2896",724,1
"2900",725,1
"2904",726,1
"2908",727,1
"2912",728,1
"2916",729,1
"2920",730,1
"2924",731,1
"2928",732,1
"2932",733,1
"2936",734,1
"2940",735,1
"2944",736,1
"2948",737,1
"2952",738,1
"2956",739,1
"2960",740,1
"2964",741,1
"2968",742,1
"2972",743,1
"2976",744,1
"2980",745,1
"2984",746,1
"2988",747,1
"2992",748,1
"2996",749,1
"3000",750,1
"3004",751,1
"3008",752,1
"3012",753,1
"3016",754,1
"3020",755,1
"3024",756,1
"3028",757,1
"3032",758,1
"3036",759,1
"3040",760,1
"3044",761,1
"3048",762,1
"3052",763,1
"3056",764,1
"3060",765,1
"3064",766,1
"3068",767,1
"3072",768,1
"3076",769,1
"3080",770,1
"3084",771,1
"3088",772,1
"3092",773,1
"3096",774,1
"3100",775,1
"3104",776,1
"3108",777,1
"3112",778,1
"3116",779,1
"3120",780,1
"3124",781,1
"3128",782,1
"3132",783,1
"3136",784,1
"3140",785,1
"3144",786,1
"3148",787,1
"3152",788,1
"3156",789,1
"3160",790,1
"3164",791,1
"3168",792,1
"3172",793,1
"3176",794,1
"3180",795,1
"3184",796,1
"3188",797,1
"3192",798,1
"3196",799,1
"3200",800,1
"3204",801,1
"3208",802,1
"3212",803,1
"3216",804,1
"3220",805,1
"3224",806,1
"3228",807,1
"3232",808,1
"3236",809,1
"3240",810,1
"3244",811,1
"3248",812,1
"3252",813,1
"3256",814,1
"3260",815,1
"3264",816,1
"3268",817,1
"3272",818,1
"3276",819,1
"3280",820,1
"3284",821,1
"3288",822,1
"3292",823,1
"3296",824,1
"3300",825,1
"3304",826,1
"3308",827,1
"3312",828,1
"3316",829,1
"3320",830,1
"3324",831,1
"3328",832,1
"3332",833,1
"3336",834,1
"3340",835,1
"3344",836,1
"3348",837,1
"3352",838,1
"3356",839,1
"3360",840,1
"3364",841,1
"3368",842,1
"3372",843,1
"3376",844,1
"3380",845,1
"3384",846,1
"3388",847,1
"3392",848,1
"3396",849,1
"3400",850,1
"3404",851,1
"3408",852,1
"3412",853,1
"3416",854,1
"3420",855,1
"3424",856,1
"3428",857,1
"3432",858,1
"3436",859,1
"3440",860,1
"3444",861,1
"3448",862,1
"3452",863,1
"3456",864,1
"3460",865,1
"3464",866,1
"3468",867,1
"3472",868,1
"3476",869,1
"3480",870,1
"3484",871,1
"3488",872,1
"3492",873,1
"3496",874,1
"3500",875,1
"3504",876,1
"3508",877,1
"3512",878,1
"3516",879,1
"3520",880,1
"3524",881,1
"3528",882,1
"3532",883,1
"3536",884,1
"3540",885,1
"3544",886,1
"3548",887,1
"3552",888,1
"3556",889,1
"3560",890,1
"3564",891,1
"3568",892,1
"3572",893,1
"3576",894,1
"3580",895,1
"3584",896,1
"3588",897,1
"3592",898,1
"3596",899,1
"3600",900,1
"3604",901,1
"3608",902,1
"3612",903,1
"3616",904,1
"3620",905,1
"3624",906,1
"3628",907,1
"3632",908,1
"3636",909,1
"3640",910,1
"3644",911,1
"3648",912,1
"3652",913,1
"3656",914,1
"3660",915,1
"3664",916,1
"3668",917,1
"3672",918,1
"3676",919,1
"3680",920,1
"3684",921,1
"3688",922,1
"3692",923,1
"3696",924,1
"3700",925,1
"3704",926,1
"3708",927,1
"3712",928,1
"3716",929,1
"3720",930,1
"3724",931,1
"3728",932,1
"3732",933,1
"3736",934,1
"3740",935,1
"3744",936,1
"3748",937,1
"3752",938,1
"3756",939,1
"3760",940,1
"3764",941,1
"3768",942,1
"3772",943,1
"3776",944,1
"3780",945,1
"3784",946,1
"3788",947,1
"3792",948,1
"3796",949,1
"3800",950,1
"3804",951,1
"3808",952,1
"3812",953,1
"3816",954,1
"3820",955,1
"3824",956,1
"3828",957,1
"3832",958,1
"3836",959,1
"3840",960,1
"3844",961,1
"3848",962,1
"3852",963,1
"3856",964,1
"3860",965,1
"3864",966,1
"3868",967,1
"3872",968,1
"3876",969,1
"3880",970,1
"3884",971,1
"3888",972,1
"3892",973,1
"3896",974,1
"3900",975,1
"3904",976,1
"3908",977,1
"3912",978,1
"3916",979,1
"3920",980,1
"3924",981,1
"3928",982,1
"3932",983,1
"3936",984,1
"3940",985,1
"3944",986,1
"3948",987,1
"3952",988,1
"3956",989,1
"3960",990,1
"3964",991,1
"3968",992,1
"3972",993,1
"3976",994,1
"3980",995,1
"3984",996,1
"3988",997,1
"3992",998,1
"3996",999,1
"4000",1000,1
"4004",1001,1
"4008",1002,1
"4012",1003,1
"4016",1004,1
"4020",1005,1
"4024",1006,1
"4028",1007,1
"4032",1008,1
"4036",1009,1
"4040",1010,1
"4044",1011,1
"4048",1012,1
"4052",1013,1
"4056",1014,1
"4060",1015,1
"4064",1016,1
"4068",1017,1
"4072",1018,1
"4076",1019,1
"4080",1020,1
"4084",1021,1
"4088",1022,1
"4092",1023,1
"4096",1024,1
"4100",1025,1
"4104",1026,1
"4108",1027,1
"4112",1028,1
"4116",1029,1
"4120",1030,1
"4124",1031,1
"4128",1032,1
"4132",1033,1
"4136",1034,1
"4140",1035,1
"4144",1036,1
"4148",1037,1
"4152",1038,1
"4156",1039,1
"4160",1040,1
"4164",1041,1
"4168",1042,1
"4172",1043,1
"4176",1044,1
"4180",1045,1
"4184",1046,1
"4188",1047,1
"4192",1048,1
"4196",1049,1
"4200",1050,1
"4204",1051,1
"4208",1052,1
"4212",1053,1
"4216",1054,1
"4220",1055,1
"4224",1056,1
"4228",1057,1
"4232",1058,1
"4236",1059,1
"4240",1060,1
"4244",1061,1
"4248",1062,1
"4252",1063,1
"4256",1064,1
"4260",1065,1
"4264",1066,1
"4268",1067,1
"4272",1068,1
"4276",1069,1
"4280",1070,1
"4284",1071,1
"4288",1072,1
"4292",1073,1
"4296",1074,1
"4300",1075,1
"4304",1076,1
"4308",1077,1
"4312",1078,1
"4316",1079,1
"4320",1080,1
"4324",1081,1
"4328",1082,1
"4332",1083,1
"4336",1084,1
"4340",1085,1
"4344",1086,1
"4348",1087,1
"4352",1088,1
"4356",1089,1
"4360",1090,1
"4364",1091,1
"4368",1092,1
"4372",1093,1
"4376",1094,1
"4380",1095,1
"4384",1096,1
"4388",1097,1
"4392",1098,1
"4396",1099,1
"4400",1100,1
"4404",1101,1
"4408",1102,1
"4412",1103,1
"4416",1104,1
"4420",1105,1
"4424",1106,1
"4428",1107,1
"4432",1108,1
"4436",1109,1
"4440",1110,1
"4444",1111,1
"4448",1112,1
"4452",1113,1
"4456",1114,1
"4460",1115,1
"4464",1116,1
"4468",1117,1
"4472",1118,1
"4476",1119,1
"4480",1120,1
"4484",1121,1
"4488",1122,1
"4492",1123,1
"4496",1124,1
"4500",1125,1
"4504",1126,1
"4508",1127,1
"4512",1128,1
"4516",1129,1
"4520",1130,1
"4524",1131,1
"4528",1132,1
"4532",1133,1
"4536",1134,1
"4540",1135,1
"4544",1136,1
"4548",1137,1
"4552",1138,1
"4556",1139,1
"4560",1140,1
"4564",1141,1
"4568",1142,1
"4572",1143,1
"4576",1144,1
"4580",1145,1
"4584",1146,1
"4588",1147,1
"4592",1148,1
"4596",1149,1
"4600",1150,1
"4604",1151,1
"4608",1152,1
"4612",1153,1
"4616",1154,1
"4620",1155,1
"4624",1156,1
"4628",1157,1
"4632",1158,1
"4636",1159,1
"4640",1160,1
"4644",1161,1
"4648",1162,1
"4652",1163,1
"4656",1164,1
"4660",1165,1
"4664",1166,1
"4668",1167,1
"4672",1168,1
"4676",1169,1
"4680",1170,1
"4684",1171,1
"4688",1172,1
"4692",1173,1
"4696",1174,1
"4700",1175,1
"4704",1176,1
"4708",1177,1
"4712",1178,1
"4716",1179,1
"4720",1180,1
"4724",1181,2
"4728",1182,2
"4732",1183,2
"4736",1184,2
"4740",1185,2
"4744",1186,2
"4748",1187,2
"4752",1188,2
"4756",1189,2
"4760",1190,2
"4764",1191,2
"4768",1192,2
"4772",1193,2
"4776",1194,2
"4780",1195,2
"4784",1196,2
"4788",1197,2
"4792",1198,2
"4796",1199,2
"4800",1200,2
"4804",1201,2
"4808",1202,2
"4812",1203,2
"4816",1204,2
"4820",1205,2
"4824",1206,2
"4828",1207,2
"4832",1208,2
"4836",1209,2
"4840",1210,2
"4844",1211,2
"4848",1212,2
"4852",1213,2
"4856",1214,2
"4860",1215,2
"4864",1216,2
"4868",1217,2
"4872",1218,2
"4876",1219,2
"4880",1220,2
"4884",1221,2
"4888",1222,2
"4892",1223,2
"4896",1224,2
"4900",1225,2
"4904",1226,2
"4908",1227,2
"4912",1228,2
"4916",1229,2
"4920",1230,2
"4924",1231,2
"4928",1232,2
"4932",1233,2
"4936",1234,2
"4940",1235,2
"4944",1236,2
"4948",1237,2
"4952",1238,2
"4956",1239,2
"4960",1240,2
"4964",1241,2
"4968",1242,2
"4972",1243,2
"4976",1244,2
"4980",1245,2
"4984",1246,2
"4988",1247,2
"4992",1248,2
"4996",1249,2
"5000",1250,2
"5004",1251,2
"5008",1252,2
"5012",1253,2
"5016",1254,2
"5020",1255,2
"5024",1256,2
"5028",1257,2
"5032",1258,2
"5036",1259,2
"5040",1260,2
"5044",1261,2
"5048",1262,2
"5052",1263,2
"5056",1264,2
"5060",1265,2
"5064",1266,2
"5068",1267,2
"5072",1268,2
"5076",1269,2
"5080",1270,2
"5084",1271,2
"5088",1272,2
"5092",1273,2
"5096",1274,2
"5100",1275,2
"5104",1276,2
"5108",1277,2
"5112",1278,2
"5116",1279,2
"5120",1280,2
"5124",1281,2
"5128",1282,2
"5132",1283,2
"5136",1284,2
"5140",1285,2
"5144",1286,2
"5148",1287,2
"5152",1288,2
"5156",1289,2
"5160",1290,2
"5164",1291,2
"5168",1292,2
"5172",1293,2
"5176",1294,2
"5180",1295,2
"5184",1296,2
"5188",1297,2
"5192",1298,2
"5196",1299,2
"5200",1300,2
"5204",1301,2
"5208",1302,2
"5212",1303,2
"5216",1304,2
"5220",1305,2
"5224",1306,2
"5228",1307,2
"5232",1308,2
"5236",1309,2
"5240",1310,2
"5244",1311,2
"5248",1312,2
"5252",1313,2
"5256",1314,2
"5260",1315,2
"5264",1316,2
"5268",1317,2
"5272",1318,2
"5276",1319,2
"5280",1320,2
"5284",1321,2
"5288",1322,2
"5292",1323,2
"5296",1324,2
"5300",1325,2
"5304",1326,2
"5308",1327,2
"5312",1328,2
"5316",1329,2
"5320",1330,2
"5324",1331,2
"5328",1332,2
"5332",1333,2
"5336",1334,2
"5340",1335,2
"5344",1336,2
"5348",1337,2
"5352",1338,2
"5356",1339,2
"5360",1340,2
"5364",1341,2
"5368",1342,2
"5372",1343,2
"5376",1344,2
"5380",1345,2
"5384",1346,2
"5388",1347,2
"5392",1348,2
"5396",1349,2
"5400",1350,2
"5404",1351,2
"5408",1352,2
"5412",1353,2
"5416",1354,2
"5420",1355,2
"5424",1356,2
"5428",1357,2
"5432",1358,2
"5436",1359,2
"5440",1360,2
"5444",1361,2
"5448",1362,2
"5452",1363,2
"5456",1364,2
"5460",1365,2
"5464",1366,2
"5468",1367,2
"5472",1368,2
"5476",1369,2
"5480",1370,2
"5484",1371,2
"5488",1372,2
"5492",1373,2
"5496",1374,2
"5500",1375,2
"5504",1376,2
"5508",1377,2
"5512",1378,2
"5516",1379,2
"5520",1380,2
"5524",1381,2
"5528",1382,2
"5532",1383,2
"5536",1384,2
"5540",1385,2
"5544",1386,2
"5548",1387,2
"5552",1388,2
"5556",1389,2
"5560",1390,2
"5564",1391,2
"5568",1392,2
"5572",1393,2
"5576",1394,2
"5580",1395,2
"5584",1396,2
"5588",1397,2
"5592",1398,2
"5596",1399,2
"5600",1400,2
"5604",1401,2
"5608",1402,2
"5612",1403,2
"5616",1404,2
"5620",1405,2
"5624",1406,2
"5628",1407,2
"5632",1408,2
"5636",1409,2
"5640",1410,2
"5644",1411,2
"5648",1412,2
"5652",1413,2
"5656",1414,2
"5660",1415,2
"5664",1416,2
"5668",1417,2
"5672",1418,2
"5676",1419,2
"5680",1420,2
"5684",1421,2
"5688",1422,2
"5692",1423,2
"5696",1424,2
"5700",1425,2
"5704",1426,2
"5708",1427,2
"5712",1428,2
"5716",1429,2
"5720",1430,2
"5724",1431,2
"5728",1432,2
"5732",1433,2
"5736",1434,2
"5740",1435,2
"5744",1436,2
"5748",1437,2
"5752",1438,2
"5756",1439,2
"5760",1440,2
"5764",1441,2
"5768",1442,2
"5772",1443,2
"5776",1444,2
"5780",1445,2
"5784",1446,2
"5788",1447,2
"5792",1448,2
"5796",1449,2
"5800",1450,2
"5804",1451,2
"5808",1452,2
"5812",1453,2
"5816",1454,2
"5820",1455,2
"5824",1456,2
"5828",1457,2
"5832",1458,2
"5836",1459,2
"5840",1460,2
"5844",1461,2
"5848",1462,2
"5852",1463,2
"5856",1464,2
"5860",1465,2
"5864",1466,2
"5868",1467,2
"5872",1468,2
"5876",1469,2
"5880",1470,2
"5884",1471,2
"5888",1472,2
"5892",1473,2
"5896",1474,2
"5900",1475,2
"5904",1476,2
"5908",1477,2
"5912",1478,2
"5916",1479,2
"5920",1480,2
"5924",1481,2
"5928",1482,2
"5932",1483,2
"5936",1484,2
"5940",1485,2
"5944",1486,2
"5948",1487,2
"5952",1488,2
"5956",1489,2
"5960",1490,2
"5964",1491,2
"5968",1492,2
"5972",1493,2
"5976",1494,2
"5980",1495,2
"5984",1496,2
"5988",1497,2
"5992",1498,2
"5996",1499,2
"6000",1500,2
"6004",1501,2
"6008",1502,2
"6012",1503,2
"6016",1504,2
"6020",1505,2
"6024",1506,2
"6028",1507,2
"6032",1508,2
"6036",1509,2
"6040",1510,2
"6044",1511,2
"6048",1512,2
"6052",1513,2
"6056",1514,2
"6060",1515,2
"6064",1516,2
"6068",1517,2
"6072",1518,2
"6076",1519,2
"6080",1520,2
"6084",1521,2
"6088",1522,2
"6092",1523,2
"6096",1524,2
"6100",1525,2
"6104",1526,2
"6108",1527,2
"6112",1528,2
"6116",1529,2
"6120",1530,2
"6124",1531,2
"6128",1532,2
"6132",1533,2
"6136",1534,2
"6140",1535,2
"6144",1536,2
"6148",1537,2
"6152",1538,2
"6156",1539,2
"6160",1540,2
"6164",1541,2
"6168",1542,2
"6172",1543,2
"6176",1544,2
"6180",1545,2
"6184",1546,2
"6188",1547,2
"6192",1548,2
"6196",1549,2
"6200",1550,2
"6204",1551,2
"6208",1552,2
"6212",1553,2
"6216",1554,2
"6220",1555,2
"6224",1556,2
"6228",1557,2
"6232",1558,2
"6236",1559,2
"6240",1560,2
"6244",1561,2
"6248",1562,2
"6252",1563,2
"6256",1564,2
"6260",1565,2
"6264",1566,2
"6268",1567,2
"6272",1568,2
"6276",1569,2
"6280",1570,2
"6284",1571,2
"6288",1572,2
"6292",1573,2
"6296",1574,2
"6300",1575,2
"6304",1576,2
"6308",1577,2
"6312",1578,2
"6316",1579,2
"6320",1580,2
"6324",1581,2
"6328",1582,2
"6332",1583,2
"6336",1584,2
"6340",1585,2
"6344",1586,2
"6348",1587,2
"6352",1588,2
"6356",1589,2
"6360",1590,2
"6364",1591,2
"6368",1592,2
"6372",1593,2
"6376",1594,2
"6380",1595,2
"6384",1596,2
"6388",1597,2
"6392",1598,2
"6396",1599,2
"6400",1600,2
"6404",1601,2
"6408",1602,2
"6412",1603,2
"6416",1604,2
"6420",1605,2
"6424",1606,2
"6428",1607,2
"6432",1608,2
"6436",1609,2
"6440",1610,2
"6444",1611,2
"6448",1612,2
"6452",1613,2
"6456",1614,2
"6460",1615,2
"6464",1616,2
"6468",1617,2
"6472",1618,2
"6476",1619,2
"6480",1620,2
"6484",1621,2
"6488",1622,2
"6492",1623,2
"6496",1624,2
"6500",1625,2
"6504",1626,2
"6508",1627,2
"6512",1628,2
"6516",1629,2
"6520",1630,2
"6524",1631,2
"6528",1632,2
"6532",1633,2
"6536",1634,2
"6540",1635,2
"6544",1636,2
"6548",1637,2
"6552",1638,2
"6556",1639,2
"6560",1640,2
"6564",1641,2
"6568",1642,2
"6572",1643,2
"6576",1644,2
"6580",1645,2
"6584",1646,2
"6588",1647,2
"6592",1648,2
"6596",1649,2
"6600",1650,2
"6604",1651,2
"6608",1652,2
"6612",1653,2
"6616",1654,2
"6620",1655,2
"6624",1656,2
"6628",1657,2
"6632",1658,2
"6636",1659,2
"6640",1660,2
"6644",1661,2
"6648",1662,2
"6652",1663,2
"6656",1664,2
"6660",1665,2
"6664",1666,2
"6668",1667,2
"6672",1668,2
"6676",1669,2
"6680",1670,2
"6684",1671,2
"6688",1672,2
"6692",1673,2
"6696",1674,2
"6700",1675,2
"6704",1676,2
"6708",1677,2
"6712",1678,2
"6716",1679,2
"6720",1680,2
"6724",1681,2
"6728",1682,2
"6732",1683,2
"6736",1684,2
"6740",1685,2
"6744",1686,2
"6748",1687,2
"6752",1688,2
"6756",1689,2
"6760",1690,2
"6764",1691,2
"6768",1692,2
