"","node","t","k"
"925",1,1231,33
"929",1,1232,33
"933",1,1233,33
"937",1,1234,33
"941",1,1235,33
"945",1,1236,33
"949",1,1237,33
"953",1,1238,33
"957",1,1239,33
"961",1,1240,33
"965",1,1241,33
"969",1,1242,33
"973",1,1243,33
"977",1,1244,33
"981",1,1245,33
"985",1,1246,33
"989",1,1247,33
"993",1,1248,33
"997",1,1249,33
"1001",1,1250,33
"1005",1,1251,33
"1009",1,1252,33
"1013",1,1253,33
"1017",1,1254,33
"1021",1,1255,33
"1025",1,1256,33
"1029",1,1257,33
"1033",1,1258,33
"1037",1,1259,33
"1041",1,1260,33
"1045",1,1261,33
"1049",1,1262,33
"1053",1,1263,33
"1057",1,1264,33
"1061",1,1265,33
"1065",1,1266,33
"1069",1,1267,33
"1073",1,1268,33
"1077",1,1269,33
"1081",1,1270,33
"1085",1,1271,33
"1089",1,1272,33
"1093",1,1273,33
"1097",1,1274,33
"1101",1,1275,33
"1105",1,1276,33
"1109",1,1277,33
"1113",1,1278,33
"1117",1,1279,33
"1121",1,1280,33
"1125",1,1281,33
"1129",1,1282,33
"1133",1,1283,33
"1137",1,1284,33
"1141",1,1285,33
"1145",1,1286,33
"1149",1,1287,33
"1153",1,1288,33
"1157",1,1289,33
"1161",1,1290,33
"1165",1,1291,33
"1169",1,1292,33
"1173",1,1293,33
"1177",1,1294,33
"1181",1,1295,33
"1185",1,1296,33
"1189",1,1297,33
"1193",1,1298,33
"1197",1,1299,33
"1201",1,1300,33
"1205",1,1301,33
"1209",1,1302,33
"1213",1,1303,33
"1217",1,1304,33
"1221",1,1305,33
"1225",1,1306,33
"1229",1,1307,33
"1233",1,1308,33
"1237",1,1309,33
"1241",1,1310,33
"1245",1,1311,33
"1249",1,1312,33
"1253",1,1313,33
"1257",1,1314,33
"1261",1,1315,33
"1265",1,1316,33
"1269",1,1317,33
"1273",1,1318,33
"1277",1,1319,33
"1281",1,1320,33
"1285",1,1321,33
"1289",1,1322,33
"1293",1,1323,33
"1297",1,1324,33
"1301",1,1325,33
"1305",1,1326,33
"1309",1,1327,33
"1313",1,1328,33
"1317",1,1329,33
"1321",1,1330,33
"1325",1,1331,33
"1329",1,1332,33
"1333",1,1333,33
"1337",1,1334,33
"1341",1,1335,33
"1345",1,1336,33
"1349",1,1337,33
"1353",1,1338,33
"1357",1,1339,33
"1361",1,1340,33
"1365",1,1341,33
"1369",1,1342,33
"1373",1,1343,33
"1377",1,1344,33
"1381",1,1345,33
"1385",1,1346,33
"1389",1,1347,33
"1393",1,1348,33
"1397",1,1349,33
"1401",1,1350,33
"1405",1,1351,33
"1409",1,1352,33
"1413",1,1353,33
"1417",1,1354,33
"1421",1,1355,33
"1425",1,1356,33
"1429",1,1357,33
"1433",1,1358,33
"1437",1,1359,33
"1441",1,1360,33
"1445",1,1361,33
"1449",1,1362,33
"1453",1,1363,33
"1457",1,1364,33
"1461",1,1365,33
"1465",1,1366,33
"1469",1,1367,33
"1473",1,1368,33
"1477",1,1369,33
"1481",1,1370,33
"1485",1,1371,33
"1489",1,1372,33
"1493",1,1373,33
"1497",1,1374,33
"1501",1,1375,33
"1505",1,1376,33
"1509",1,1377,33
"1513",1,1378,33
"1517",1,1379,33
"1521",1,1380,33
"1525",1,1381,33
"1529",1,1382,33
"1533",1,1383,33
"1537",1,1384,33
"1541",1,1385,33
"1545",1,1386,33
"1549",1,1387,33
"1553",1,1388,33
"1557",1,1389,33
"1561",1,1390,33
"1565",1,1391,33
"1569",1,1392,33
"1573",1,1393,33
"1577",1,1394,33
"1581",1,1395,33
"1585",1,1396,33
"1589",1,1397,33
"1593",1,1398,33
"1597",1,1399,33
"1601",1,1400,33
"1605",1,1401,33
"1609",1,1402,33
"1613",1,1403,33
"1617",1,1404,33
"1621",1,1405,33
"1625",1,1406,33
"1629",1,1407,33
"1633",1,1408,33
"1637",1,1409,33
"1641",1,1410,33
"1645",1,1411,33
"1649",1,1412,33
"1653",1,1413,33
"1657",1,1414,33
"1661",1,1415,33
"1665",1,1416,33
"1669",1,1417,33
"1673",1,1418,33
"1677",1,1419,33
"1681",1,1420,33
"1685",1,1421,33
"1689",1,1422,33
"1693",1,1423,33
"1697",1,1424,33
"1701",1,1425,33
"1705",1,1426,33
"1709",1,1427,33
"1713",1,1428,33
"1717",1,1429,33
"1721",1,1430,33
"1725",1,1431,33
"1729",1,1432,33
"1733",1,1433,33
"1737",1,1434,33
"1741",1,1435,33
"1745",1,1436,33
"1749",1,1437,33
"1753",1,1438,33
"1757",1,1439,33
"1761",1,1440,33
"1765",1,1441,33
"1769",1,1442,33
"1773",1,1443,33
"1777",1,1444,33
"1781",1,1445,33
"1785",1,1446,33
"1789",1,1447,33
"1793",1,1448,33
"1797",1,1449,33
"1801",1,1450,33
"1805",1,1451,33
"1809",1,1452,33
"1813",1,1453,33
"1817",1,1454,33
"1821",1,1455,33
"1825",1,1456,33
"1829",1,1457,33
"1833",1,1458,33
"1837",1,1459,33
"1841",1,1460,33
"1845",1,1461,33
"1849",1,1462,33
"1853",1,1463,33
"1857",1,1464,33
"1861",1,1465,33
"1865",1,1466,33
"1869",1,1467,33
"1873",1,1468,33
"1877",1,1469,33
"1881",1,1470,33
"1885",1,1471,33
"1889",1,1472,33
"1893",1,1473,33
"1897",1,1474,33
"1901",1,1475,33
"1905",1,1476,33
"1909",1,1477,33
"1913",1,1478,33
"1917",1,1479,33
"1921",1,1480,33
"1925",1,1481,33
"1929",1,1482,33
"1933",1,1483,33
"1937",1,1484,33
"1941",1,1485,33
"1945",1,1486,33
"1949",1,1487,33
"1953",1,1488,33
"1957",1,1489,33
"1961",1,1490,33
"1965",1,1491,33
"1969",1,1492,33
"1973",1,1493,33
"1977",1,1494,33
"1981",1,1495,33
"1985",1,1496,33
"1989",1,1497,33
"1993",1,1498,33
"1997",1,1499,33
"2001",1,1500,33
"2005",1,1501,33
"2009",1,1502,33
"2013",1,1503,33
"2017",1,1504,33
"2021",1,1505,33
"2025",1,1506,33
"2029",1,1507,33
"2033",1,1508,33
"2037",1,1509,33
"2041",1,1510,33
"2045",1,1511,33
"2049",1,1512,33
"2053",1,1513,33
"2057",1,1514,33
"2061",1,1515,33
"2065",1,1516,33
"2069",1,1517,33
"2073",1,1518,33
"2077",1,1519,33
"2081",1,1520,33
"2085",1,1521,33
"2089",1,1522,33
"2093",1,1523,33
"2097",1,1524,33
"2101",1,1525,33
"2105",1,1526,33
"2109",1,1527,33
"2113",1,1528,33
"2117",1,1529,33
"2121",1,1530,33
"2125",1,1531,33
"2129",1,1532,33
"2133",1,1533,33
"2137",1,1534,33
"2141",1,1535,33
"2145",1,1536,33
"2149",1,1537,33
"2153",1,1538,33
"2157",1,1539,33
"2161",1,1540,33
"2165",1,1541,33
"2169",1,1542,33
"2173",1,1543,33
"2177",1,1544,33
"2181",1,1545,33
"2185",1,1546,33
"2189",1,1547,33
"2193",1,1548,33
"2197",1,1549,33
"2201",1,1550,33
"2205",1,1551,33
"2209",1,1552,33
"2213",1,1553,33
"2217",1,1554,33
"2221",1,1555,33
"2225",1,1556,33
"2229",1,1557,33
"2233",1,1558,33
"2237",1,1559,33
"2241",1,1560,33
"2245",1,1561,33
"2249",1,1562,33
"2253",1,1563,33
"2257",1,1564,33
"2261",1,1565,33
"2265",1,1566,33
"2269",1,1567,33
"2273",1,1568,33
"2277",1,1569,33
"2281",1,1570,33
"2285",1,1571,33
"2289",1,1572,33
"2293",1,1573,33
"2297",1,1574,33
"2301",1,1575,33
"2305",1,1576,33
"2309",1,1577,33
"2313",1,1578,33
"2317",1,1579,33
"2321",1,1580,33
"2325",1,1581,33
"2329",1,1582,33
"2333",1,1583,33
"2337",1,1584,33
"2341",1,1585,33
"2345",1,1586,33
"2349",1,1587,33
"2353",1,1588,33
"2357",1,1589,33
"2361",1,1590,33
"2365",1,1591,33
"2369",1,1592,33
"2373",1,1593,33
"2377",1,1594,33
"2381",1,1595,33
"2385",1,1596,33
"2389",1,1597,33
"2393",1,1598,33
"2397",1,1599,33
"2401",1,1600,33
"2405",1,1601,33
"2409",1,1602,33
"2413",1,1603,33
"2417",1,1604,33
"2421",1,1605,33
"2425",1,1606,33
"2429",1,1607,33
"2433",1,1608,33
"2437",1,1609,33
"2441",1,1610,33
"2445",1,1611,33
"2449",1,1612,33
"2453",1,1613,33
"2457",1,1614,33
"2461",1,1615,33
"2465",1,1616,33
"2469",1,1617,33
"2473",1,1618,33
"2477",1,1619,33
"2481",1,1620,33
"2485",1,1621,33
"2489",1,1622,33
"2493",1,1623,33
"2497",1,1624,33
"2501",1,1625,33
"2505",1,1626,33
"2509",1,1627,33
"2513",1,1628,33
"2517",1,1629,33
"2521",1,1630,33
"2525",1,1631,33
"2529",1,1632,33
"2533",1,1633,33
"2537",1,1634,33
"2541",1,1635,33
"2545",1,1636,33
"2549",1,1637,33
"2553",1,1638,33
"2557",1,1639,33
"2561",1,1640,33
"2565",1,1641,33
"2569",1,1642,33
"2573",1,1643,33
"2577",1,1644,33
"2581",1,1645,33
"2585",1,1646,33
"2589",1,1647,33
"2593",1,1648,33
"2597",1,1649,33
"2601",1,1650,33
"2605",1,1651,33
"2609",1,1652,33
"2613",1,1653,33
"2617",1,1654,33
"2621",1,1655,33
"2625",1,1656,33
"2629",1,1657,33
"2633",1,1658,33
"2637",1,1659,33
"2641",1,1660,33
"2645",1,1661,33
"2649",1,1662,33
"2653",1,1663,33
"2657",1,1664,33
"2661",1,1665,33
"2665",1,1666,33
"2669",1,1667,33
"2673",1,1668,33
"2677",1,1669,33
"2681",1,1670,33
"2685",1,1671,33
"2689",1,1672,33
"2693",1,1673,33
"2697",1,1674,33
"2701",1,1675,33
"2705",1,1676,33
"2709",1,1677,33
"2713",1,1678,33
"2717",1,1679,33
"2721",1,1680,33
"2725",1,1681,33
"2729",1,1682,33
"2733",1,1683,33
"2737",1,1684,33
"2741",1,1685,33
"2745",1,1686,33
"2749",1,1687,33
"2753",1,1688,33
"2757",1,1689,33
"2761",1,1690,33
"2765",1,1691,33
"2769",1,1692,33
"2773",1,1693,33
"2777",1,1694,33
"2781",1,1695,33
"2785",1,1696,33
"2789",1,1697,33
"2793",1,1698,33
"2797",1,1699,33
"2801",1,1700,33
"2805",1,1701,33
"2809",1,1702,33
"2813",1,1703,33
"2817",1,1704,33
"2821",1,1705,33
"2825",1,1706,33
"2829",1,1707,33
"2833",1,1708,33
"2837",1,1709,33
"2841",1,1710,33
"2845",1,1711,33
"2849",1,1712,33
"2853",1,1713,33
"2857",1,1714,33
"2861",1,1715,33
"2865",1,1716,33
"2869",1,1717,33
"2873",1,1718,33
"2877",1,1719,33
"2881",1,1720,33
"2885",1,1721,33
"2889",1,1722,33
"2893",1,1723,33
"2897",1,1724,33
"2901",1,1725,33
"2905",1,1726,33
"2909",1,1727,33
"2913",1,1728,33
"2917",1,1729,33
"2921",1,1730,33
"2925",1,1731,33
"2929",1,1732,33
"2933",1,1733,33
"2937",1,1734,33
"2941",1,1735,33
"2945",1,1736,33
"2949",1,1737,33
"2953",1,1738,33
"2957",1,1739,33
"2961",1,1740,33
"2965",1,1741,33
"2969",1,1742,33
"2973",1,1743,33
"2977",1,1744,33
"2981",1,1745,33
"2985",1,1746,33
"2989",1,1747,33
"2993",1,1748,33
"2997",1,1749,33
"3001",1,1750,33
"3005",1,1751,33
"3009",1,1752,33
"3013",1,1753,33
"3017",1,1754,33
"3021",1,1755,33
"3025",1,1756,33
"3029",1,1757,33
"3033",1,1758,33
"3037",1,1759,33
"3041",1,1760,33
"3045",1,1761,33
"3049",1,1762,33
"3053",1,1763,33
"3057",1,1764,33
"3061",1,1765,33
"3065",1,1766,33
"3069",1,1767,33
"3073",1,1768,33
"3077",1,1769,33
"3081",1,1770,33
"3085",1,1771,33
"3089",1,1772,33
"3093",1,1773,33
"3097",1,1774,33
"3101",1,1775,33
"3105",1,1776,33
"3109",1,1777,33
"3113",1,1778,33
"3117",1,1779,33
"3121",1,1780,33
"3125",1,1781,33
"3129",1,1782,33
"3133",1,1783,33
"3137",1,1784,33
"3141",1,1785,33
"3145",1,1786,33
"3149",1,1787,33
"3153",1,1788,33
"3157",1,1789,33
"3161",1,1790,33
"3165",1,1791,33
"3169",1,1792,33
"3173",1,1793,33
"3177",1,1794,33
"3181",1,1795,33
"3185",1,1796,33
"3189",1,1797,33
"3193",1,1798,33
"3197",1,1799,33
"3201",1,1800,33
"3205",1,1801,33
"3209",1,1802,33
"3213",1,1803,33
"3217",1,1804,33
"3221",1,1805,33
"3225",1,1806,33
"3229",1,1807,33
"3233",1,1808,33
"3237",1,1809,33
"3241",1,1810,33
"3245",1,1811,33
"3249",1,1812,33
"3253",1,1813,33
"3257",1,1814,33
"3261",1,1815,33
"3265",1,1816,33
"3269",1,1817,33
"3273",1,1818,33
"3277",1,1819,33
"3281",1,1820,33
"3285",1,1821,33
"3289",1,1822,33
"3293",1,1823,33
"3297",1,1824,33
"3301",1,1825,33
"3305",1,1826,33
"3309",1,1827,33
"3313",1,1828,33
"3317",1,1829,33
"3321",1,1830,33
"3325",1,1831,33
"3329",1,1832,33
"3333",1,1833,33
"3337",1,1834,33
"3341",1,1835,33
"3345",1,1836,33
"3349",1,1837,33
"3353",1,1838,33
"3357",1,1839,33
"3361",1,1840,33
"3365",1,1841,33
"3369",1,1842,33
"3373",1,1843,33
"3377",1,1844,33
"3381",1,1845,33
"3385",1,1846,33
"3389",1,1847,33
"3393",1,1848,33
"3397",1,1849,33
"3401",1,1850,33
"3405",1,1851,33
"3409",1,1852,33
"3413",1,1853,33
"3417",1,1854,33
"3421",1,1855,33
"3425",1,1856,33
"3429",1,1857,33
"3433",1,1858,33
"3437",1,1859,33
"3441",1,1860,33
"3445",1,1861,33
"3449",1,1862,33
"3453",1,1863,33
"3457",1,1864,33
"3461",1,1865,33
"3465",1,1866,33
"3469",1,1867,33
"3473",1,1868,33
"3477",1,1869,33
"3481",1,1870,33
"3485",1,1871,33
"3489",1,1872,33
"3493",1,1873,33
"3497",1,1874,33
"3501",1,1875,33
"3505",1,1876,33
"3509",1,1877,33
"3513",1,1878,33
"3517",1,1879,33
"3521",1,1880,33
"3525",1,1881,33
"3529",1,1882,33
"3533",1,1883,33
"3537",1,1884,33
"3541",1,1885,33
"3545",1,1886,33
"3549",1,1887,33
"3553",1,1888,33
"3557",1,1889,33
"3561",1,1890,33
"3565",1,1891,33
"3569",1,1892,33
"3573",1,1893,33
"3577",1,1894,33
"3581",1,1895,33
"3585",1,1896,33
"3589",1,1897,33
"3593",1,1898,33
"3597",1,1899,33
"3601",1,1900,33
"3605",1,1901,33
"3609",1,1902,33
"3613",1,1903,33
"3617",1,1904,33
"3621",1,1905,33
"3625",1,1906,33
"3629",1,1907,33
"3633",1,1908,33
"3637",1,1909,33
"3641",1,1910,33
"3645",1,1911,33
"3649",1,1912,33
"3653",1,1913,33
"3657",1,1914,33
"3661",1,1915,33
"3665",1,1916,33
"3669",1,1917,33
"3673",1,1918,33
"3677",1,1919,33
"3681",1,1920,33
"3685",1,1921,33
"3689",1,1922,33
"3693",1,1923,33
"3697",1,1924,33
"3701",1,1925,33
"3705",1,1926,33
"3709",1,1927,33
"3713",1,1928,33
"3717",1,1929,33
"3721",1,1930,33
"3725",1,1931,33
"3729",1,1932,33
"3733",1,1933,33
"3737",1,1934,33
"3741",1,1935,33
"3745",1,1936,33
"3749",1,1937,33
"3753",1,1938,33
"3757",1,1939,33
"3761",1,1940,33
"3765",1,1941,33
"3769",1,1942,33
"3773",1,1943,33
"3777",1,1944,33
"3781",1,1945,33
"3785",1,1946,33
"3789",1,1947,33
"3793",1,1948,33
"3797",1,1949,33
"3801",1,1950,33
"3805",1,1951,33
"3809",1,1952,33
"3813",1,1953,33
"3817",1,1954,33
"3821",1,1955,33
"3825",1,1956,33
"3829",1,1957,33
"3833",1,1958,33
"3837",1,1959,33
"3841",1,1960,33
"3845",1,1961,33
"3849",1,1962,33
"3853",1,1963,33
"3857",1,1964,33
"3861",1,1965,33
"3865",1,1966,33
"3869",1,1967,33
"3873",1,1968,33
"3877",1,1969,33
"3881",1,1970,33
"3885",1,1971,33
"3889",1,1972,33
"3893",1,1973,33
"3897",1,1974,33
"3901",1,1975,33
"3905",1,1976,33
"3909",1,1977,33
"3913",1,1978,33
"3917",1,1979,33
"3921",1,1980,33
"3925",1,1981,33
"3929",1,1982,33
"3933",1,1983,33
"3937",1,1984,33
"3941",1,1985,33
"3945",1,1986,33
"3949",1,1987,33
"3953",1,1988,33
"3957",1,1989,33
"3961",1,1990,33
"3965",1,1991,33
"3969",1,1992,33
"3973",1,1993,33
"3977",1,1994,33
"3981",1,1995,33
"3985",1,1996,33
"3989",1,1997,33
"3993",1,1998,33
"3997",1,1999,33
"4001",1,2000,33
"4005",1,2001,33
"4009",1,2002,33
"4013",1,2003,33
"4017",1,2004,33
"4021",1,2005,33
"4025",1,2006,33
"4029",1,2007,33
"4033",1,2008,33
"4037",1,2009,33
"4041",1,2010,33
"4045",1,2011,33
"4049",1,2012,33
"4053",1,2013,33
"4057",1,2014,33
"4061",1,2015,33
"4065",1,2016,33
"4069",1,2017,33
"4073",1,2018,33
"4077",1,2019,33
"4081",1,2020,33
"4085",1,2021,33
"4089",1,2022,33
"4093",1,2023,33
"4097",1,2024,33
"4101",1,2025,33
"4105",1,2026,33
"4109",1,2027,33
"4113",1,2028,33
"4117",1,2029,33
"4121",1,2030,33
"4125",1,2031,33
"4129",1,2032,33
"4133",1,2033,33
"4137",1,2034,33
"4141",1,2035,33
"4145",1,2036,33
"4149",1,2037,33
"4153",1,2038,33
"4157",1,2039,33
"4161",1,2040,33
"4165",1,2041,33
"4169",1,2042,33
"4173",1,2043,33
"4177",1,2044,33
"4181",1,2045,33
"4185",1,2046,33
"4189",1,2047,33
"4193",1,2048,33
"4197",1,2049,33
"4201",1,2050,33
"4205",1,2051,33
"4209",1,2052,33
"4213",1,2053,33
"4217",1,2054,33
"4221",1,2055,33
"4225",1,2056,33
"4229",1,2057,33
"4233",1,2058,33
"4237",1,2059,33
"4241",1,2060,33
"4245",1,2061,33
"4249",1,2062,33
"4253",1,2063,33
"4257",1,2064,33
"4261",1,2065,33
"4265",1,2066,33
"4269",1,2067,33
"4273",1,2068,33
"4277",1,2069,33
"4281",1,2070,33
"4285",1,2071,33
"4289",1,2072,33
"4293",1,2073,33
"4297",1,2074,33
"4301",1,2075,33
"4305",1,2076,33
"4309",1,2077,33
"4313",1,2078,33
"4317",1,2079,33
"4321",1,2080,33
"4325",1,2081,33
"4329",1,2082,33
"4333",1,2083,33
"4337",1,2084,33
"4341",1,2085,33
"4345",1,2086,33
"4349",1,2087,33
"4353",1,2088,33
"4357",1,2089,33
"4361",1,2090,33
"4365",1,2091,33
"4369",1,2092,33
"4373",1,2093,33
"4377",1,2094,33
"4381",1,2095,33
"4385",1,2096,33
"4389",1,2097,33
"4393",1,2098,33
"4397",1,2099,33
"4401",1,2100,33
"4405",1,2101,33
"4409",1,2102,33
"4413",1,2103,33
"4417",1,2104,33
"4421",1,2105,33
"4425",1,2106,33
"4429",1,2107,33
"4433",1,2108,33
"4437",1,2109,33
"4441",1,2110,33
"4445",1,2111,33
"4449",1,2112,33
"4453",1,2113,33
"4457",1,2114,33
"4461",1,2115,33
"4465",1,2116,33
"4469",1,2117,33
"4473",1,2118,33
"4477",1,2119,33
"4481",1,2120,33
"4485",1,2121,33
"4489",1,2122,33
"4493",1,2123,33
"4497",1,2124,33
"4501",1,2125,33
"4505",1,2126,33
"4509",1,2127,33
"4513",1,2128,33
"4517",1,2129,33
"4521",1,2130,33
"4525",1,2131,33
"4529",1,2132,33
"4533",1,2133,33
"4537",1,2134,33
"4541",1,2135,33
"4545",1,2136,33
"4549",1,2137,33
"4553",1,2138,33
"4557",1,2139,33
"4561",1,2140,33
"4565",1,2141,33
"4569",1,2142,33
"4573",1,2143,33
"4577",1,2144,33
"4581",1,2145,33
"4585",1,2146,33
"4589",1,2147,33
"4593",1,2148,33
"4597",1,2149,33
"4601",1,2150,33
"4605",1,2151,33
"4609",1,2152,33
"4613",1,2153,33
"4617",1,2154,33
"4621",1,2155,33
"4625",1,2156,33
"4629",1,2157,33
"4633",1,2158,33
"4637",1,2159,33
"4641",1,2160,33
"4645",1,2161,33
"4649",1,2162,33
"4653",1,2163,33
"4657",1,2164,33
"4661",1,2165,33
"4665",1,2166,33
"4669",1,2167,33
"4673",1,2168,33
"4677",1,2169,33
"4681",1,2170,33
"4685",1,2171,33
"4689",1,2172,33
"4693",1,2173,33
"4697",1,2174,33
"4701",1,2175,33
"4705",1,2176,33
"4709",1,2177,33
"4713",1,2178,33
"4717",1,2179,33
"4721",1,2180,33
"4725",1,2181,33
"4729",1,2182,33
"4733",1,2183,33
"4737",1,2184,33
"4741",1,2185,33
"4745",1,2186,33
"4749",1,2187,33
"4753",1,2188,33
"4757",1,2189,33
"4761",1,2190,33
"4765",1,2191,33
"4769",1,2192,33
"4773",1,2193,33
"4777",1,2194,33
"4781",1,2195,33
"4785",1,2196,33
"4789",1,2197,33
"4793",1,2198,33
"4797",1,2199,33
"4801",1,2200,33
"4805",1,2201,33
"4809",1,2202,33
"4813",1,2203,33
"4817",1,2204,33
"4821",1,2205,33
"4825",1,2206,33
"4829",1,2207,33
"4833",1,2208,33
"4837",1,2209,33
"4841",1,2210,33
"4845",1,2211,33
"4849",1,2212,33
"4853",1,2213,33
"4857",1,2214,33
"4861",1,2215,33
"4865",1,2216,33
"4869",1,2217,33
"4873",1,2218,33
"4877",1,2219,33
"4881",1,2220,33
"4885",1,2221,33
"4889",1,2222,33
"4893",1,2223,33
"4897",1,2224,33
"4901",1,2225,33
"4905",1,2226,33
"4909",1,2227,33
"4913",1,2228,33
"4917",1,2229,33
"4921",1,2230,33
"4925",1,2231,33
"4929",1,2232,33
"4933",1,2233,33
"4937",1,2234,33
"4941",1,2235,33
"4945",1,2236,33
"4949",1,2237,33
"4953",1,2238,33
"4957",1,2239,33
"4961",1,2240,33
"4965",1,2241,33
"4969",1,2242,33
"4973",1,2243,33
"4977",1,2244,33
"4981",1,2245,33
"4985",1,2246,33
"4989",1,2247,33
"4993",1,2248,33
"4997",1,2249,33
"5001",1,2250,33
"5005",1,2251,33
"5009",1,2252,33
"5013",1,2253,33
"5017",1,2254,33
"5021",1,2255,33
"5025",1,2256,33
"5029",1,2257,33
"5033",1,2258,33
"5037",1,2259,33
"5041",1,2260,33
"5045",1,2261,33
"5049",1,2262,33
"5053",1,2263,33
"5057",1,2264,33
"5061",1,2265,33
"5065",1,2266,33
"5069",1,2267,33
"5073",1,2268,33
"5077",1,2269,33
"5081",1,2270,33
"5085",1,2271,33
"5089",1,2272,33
"5093",1,2273,33
"5097",1,2274,33
"5101",1,2275,33
"5105",1,2276,33
"5109",1,2277,33
"5113",1,2278,33
"5117",1,2279,33
"5121",1,2280,33
"5125",1,2281,33
"5129",1,2282,33
"5133",1,2283,33
"5137",1,2284,33
"5141",1,2285,33
"5145",1,2286,33
"5149",1,2287,33
"5153",1,2288,33
"5157",1,2289,34
"5161",1,2290,34
"5165",1,2291,34
"5169",1,2292,34
