"","node","t","k"
"112553",1,29138,51
"112557",1,29139,51
"112561",1,29140,51
"112565",1,29141,51
"112569",1,29142,51
"112573",1,29143,51
"112577",1,29144,51
"112581",1,29145,51
"112585",1,29146,51
"112589",1,29147,51
"112593",1,29148,51
"112597",1,29149,51
"112601",1,29150,51
"112605",1,29151,51
"112609",1,29152,51
"112613",1,29153,51
"112617",1,29154,51
"112621",1,29155,51
"112625",1,29156,51
"112629",1,29157,51
"112633",1,29158,51
"112637",1,29159,51
"112641",1,29160,51
"112645",1,29161,51
"112649",1,29162,51
"112653",1,29163,51
"112657",1,29164,51
"112661",1,29165,51
"112665",1,29166,51
"112669",1,29167,51
"112673",1,29168,51
"112677",1,29169,51
"112681",1,29170,51
"112685",1,29171,51
"112689",1,29172,51
"112693",1,29173,51
"112697",1,29174,51
"112701",1,29175,51
"112705",1,29176,51
"112709",1,29177,51
"112713",1,29178,51
"112717",1,29179,51
"112721",1,29180,51
"112725",1,29181,51
"112729",1,29182,51
"112733",1,29183,51
"112737",1,29184,51
"112741",1,29185,51
"112745",1,29186,51
"112749",1,29187,51
"112753",1,29188,51
"112757",1,29189,51
"112761",1,29190,51
"112765",1,29191,51
"112769",1,29192,51
"112773",1,29193,51
"112777",1,29194,51
"112781",1,29195,51
"112785",1,29196,51
"112789",1,29197,51
"112793",1,29198,51
"112797",1,29199,51
"112801",1,29200,51
"112805",1,29201,51
"112809",1,29202,51
"112813",1,29203,51
"112817",1,29204,51
"112821",1,29205,51
"112825",1,29206,51
"112829",1,29207,51
"112833",1,29208,51
"112837",1,29209,51
"112841",1,29210,51
"112845",1,29211,51
"112849",1,29212,51
"112853",1,29213,51
"112857",1,29214,51
"112861",1,29215,51
"112865",1,29216,51
"112869",1,29217,51
"112873",1,29218,51
"112877",1,29219,51
"112881",1,29220,51
"112885",1,29221,51
"112889",1,29222,51
"112893",1,29223,51
"112897",1,29224,51
"112901",1,29225,51
"112905",1,29226,51
"112909",1,29227,51
"112913",1,29228,51
"112917",1,29229,51
"112921",1,29230,51
"112925",1,29231,51
"112929",1,29232,51
"112933",1,29233,51
"112937",1,29234,51
"112941",1,29235,51
"112945",1,29236,51
"112949",1,29237,51
"112953",1,29238,51
"112957",1,29239,51
"112961",1,29240,51
"112965",1,29241,51
"112969",1,29242,51
"112973",1,29243,51
"112977",1,29244,51
"112981",1,29245,51
"112985",1,29246,51
"112989",1,29247,51
"112993",1,29248,51
"112997",1,29249,51
"113001",1,29250,51
"113005",1,29251,51
"113009",1,29252,51
"113013",1,29253,51
"113017",1,29254,51
"113021",1,29255,51
"113025",1,29256,51
"113029",1,29257,51
"113033",1,29258,51
"113037",1,29259,51
"113041",1,29260,51
"113045",1,29261,51
"113049",1,29262,51
"113053",1,29263,51
"113057",1,29264,51
"113061",1,29265,51
"113065",1,29266,51
"113069",1,29267,51
"113073",1,29268,51
"113077",1,29269,51
"113081",1,29270,51
"113085",1,29271,51
"113089",1,29272,51
"113093",1,29273,51
"113097",1,29274,51
"113101",1,29275,51
"113105",1,29276,51
"113109",1,29277,51
"113113",1,29278,51
"113117",1,29279,51
"113121",1,29280,51
"113125",1,29281,51
"113129",1,29282,51
"113133",1,29283,51
"113137",1,29284,51
"113141",1,29285,51
"113145",1,29286,51
"113149",1,29287,51
"113153",1,29288,51
"113157",1,29289,51
"113161",1,29290,51
"113165",1,29291,51
"113169",1,29292,51
"113173",1,29293,51
"113177",1,29294,51
"113181",1,29295,51
"113185",1,29296,51
"113189",1,29297,51
"113193",1,29298,51
"113197",1,29299,51
"113201",1,29300,51
"113205",1,29301,51
"113209",1,29302,51
"113213",1,29303,51
"113217",1,29304,51
"113221",1,29305,51
"113225",1,29306,51
"113229",1,29307,51
"113233",1,29308,51
"113237",1,29309,51
"113241",1,29310,51
"113245",1,29311,51
"113249",1,29312,51
"113253",1,29313,51
"113257",1,29314,51
"113261",1,29315,51
"113265",1,29316,51
"113269",1,29317,51
"113273",1,29318,51
"113277",1,29319,51
"113281",1,29320,51
"113285",1,29321,51
"113289",1,29322,51
"113293",1,29323,51
"113297",1,29324,51
"113301",1,29325,51
"113305",1,29326,51
"113309",1,29327,51
"113313",1,29328,51
"113317",1,29329,51
"113321",1,29330,51
"113325",1,29331,51
"113329",1,29332,51
"113333",1,29333,51
"113337",1,29334,51
"113341",1,29335,51
"113345",1,29336,51
"113349",1,29337,51
"113353",1,29338,51
"113357",1,29339,51
"113361",1,29340,51
"113365",1,29341,51
"113369",1,29342,51
"113373",1,29343,51
"113377",1,29344,51
"113381",1,29345,51
"113385",1,29346,51
"113389",1,29347,51
"113393",1,29348,51
"113397",1,29349,51
"113401",1,29350,51
"113405",1,29351,51
"113409",1,29352,51
"113413",1,29353,51
"113417",1,29354,51
"113421",1,29355,51
"113425",1,29356,51
"113429",1,29357,51
"113433",1,29358,51
"113437",1,29359,51
"113441",1,29360,51
"113445",1,29361,51
"113449",1,29362,51
"113453",1,29363,51
"113457",1,29364,51
"113461",1,29365,51
"113465",1,29366,51
"113469",1,29367,51
"113473",1,29368,51
"113477",1,29369,51
"113481",1,29370,51
"113485",1,29371,51
"113489",1,29372,51
"113493",1,29373,51
"113497",1,29374,51
"113501",1,29375,51
"113505",1,29376,51
"113509",1,29377,51
"113513",1,29378,51
"113517",1,29379,51
"113521",1,29380,51
"113525",1,29381,51
"113529",1,29382,51
"113533",1,29383,51
"113537",1,29384,51
"113541",1,29385,51
"113545",1,29386,51
"113549",1,29387,51
"113553",1,29388,51
"113557",1,29389,51
"113561",1,29390,51
"113565",1,29391,51
"113569",1,29392,51
"113573",1,29393,51
"113577",1,29394,51
"113581",1,29395,51
"113585",1,29396,51
"113589",1,29397,51
"113593",1,29398,51
"113597",1,29399,51
"113601",1,29400,51
"113605",1,29401,51
"113609",1,29402,51
"113613",1,29403,51
"113617",1,29404,51
"113621",1,29405,51
"113625",1,29406,51
"113629",1,29407,51
"113633",1,29408,51
"113637",1,29409,51
"113641",1,29410,51
"113645",1,29411,51
"113649",1,29412,51
"113653",1,29413,51
"113657",1,29414,51
"113661",1,29415,51
"113665",1,29416,51
"113669",1,29417,51
"113673",1,29418,51
"113677",1,29419,51
"113681",1,29420,51
"113685",1,29421,51
"113689",1,29422,51
"113693",1,29423,51
"113697",1,29424,51
"113701",1,29425,51
"113705",1,29426,51
"113709",1,29427,51
"113713",1,29428,51
"113717",1,29429,51
"113721",1,29430,51
"113725",1,29431,51
"113729",1,29432,51
"113733",1,29433,51
"113737",1,29434,51
"113741",1,29435,51
"113745",1,29436,51
"113749",1,29437,51
"113753",1,29438,51
"113757",1,29439,51
"113761",1,29440,51
"113765",1,29441,51
"113769",1,29442,51
"113773",1,29443,51
"113777",1,29444,51
"113781",1,29445,51
"113785",1,29446,51
"113789",1,29447,51
"113793",1,29448,51
"113797",1,29449,51
"113801",1,29450,51
"113805",1,29451,51
"113809",1,29452,51
"113813",1,29453,51
"113817",1,29454,51
"113821",1,29455,51
"113825",1,29456,51
"113829",1,29457,51
"113833",1,29458,51
"113837",1,29459,51
"113841",1,29460,51
"113845",1,29461,51
"113849",1,29462,51
"113853",1,29463,51
"113857",1,29464,51
"113861",1,29465,51
"113865",1,29466,51
"113869",1,29467,51
"113873",1,29468,51
"113877",1,29469,51
"113881",1,29470,51
"113885",1,29471,51
"113889",1,29472,51
"113893",1,29473,51
"113897",1,29474,51
"113901",1,29475,51
"113905",1,29476,51
"113909",1,29477,51
"113913",1,29478,51
"113917",1,29479,51
"113921",1,29480,51
"113925",1,29481,51
"113929",1,29482,51
"113933",1,29483,51
"113937",1,29484,51
"113941",1,29485,51
"113945",1,29486,51
"113949",1,29487,51
"113953",1,29488,51
"113957",1,29489,51
"113961",1,29490,51
"113965",1,29491,51
"113969",1,29492,51
"113973",1,29493,51
"113977",1,29494,51
"113981",1,29495,51
"113985",1,29496,51
"113989",1,29497,51
"113993",1,29498,51
"113997",1,29499,51
"114001",1,29500,51
"114005",1,29501,51
"114009",1,29502,51
"114013",1,29503,51
"114017",1,29504,51
"114021",1,29505,51
"114025",1,29506,51
"114029",1,29507,51
"114033",1,29508,51
"114037",1,29509,51
"114041",1,29510,51
"114045",1,29511,51
"114049",1,29512,51
"114053",1,29513,51
"114057",1,29514,51
"114061",1,29515,51
"114065",1,29516,51
"114069",1,29517,51
"114073",1,29518,51
"114077",1,29519,51
"114081",1,29520,51
"114085",1,29521,51
"114089",1,29522,51
"114093",1,29523,51
"114097",1,29524,51
"114101",1,29525,51
"114105",1,29526,51
"114109",1,29527,51
"114113",1,29528,51
"114117",1,29529,51
"114121",1,29530,51
"114125",1,29531,51
"114129",1,29532,51
"114133",1,29533,51
"114137",1,29534,51
"114141",1,29535,51
"114145",1,29536,51
"114149",1,29537,51
"114153",1,29538,51
"114157",1,29539,51
"114161",1,29540,51
"114165",1,29541,51
"114169",1,29542,51
"114173",1,29543,51
"114177",1,29544,51
"114181",1,29545,51
"114185",1,29546,51
"114189",1,29547,51
"114193",1,29548,51
"114197",1,29549,51
"114201",1,29550,51
"114205",1,29551,51
"114209",1,29552,51
"114213",1,29553,51
"114217",1,29554,51
"114221",1,29555,51
"114225",1,29556,51
"114229",1,29557,51
"114233",1,29558,51
"114237",1,29559,51
"114241",1,29560,51
"114245",1,29561,51
"114249",1,29562,51
"114253",1,29563,51
"114257",1,29564,51
"114261",1,29565,51
"114265",1,29566,51
"114269",1,29567,51
"114273",1,29568,51
"114277",1,29569,51
"114281",1,29570,51
"114285",1,29571,51
"114289",1,29572,51
"114293",1,29573,51
"114297",1,29574,51
"114301",1,29575,51
"114305",1,29576,51
"114309",1,29577,51
"114313",1,29578,51
"114317",1,29579,51
"114321",1,29580,51
"114325",1,29581,51
"114329",1,29582,51
"114333",1,29583,51
"114337",1,29584,51
"114341",1,29585,51
"114345",1,29586,51
"114349",1,29587,51
"114353",1,29588,51
"114357",1,29589,51
"114361",1,29590,51
"114365",1,29591,51
"114369",1,29592,51
"114373",1,29593,51
"114377",1,29594,51
"114381",1,29595,51
"114385",1,29596,51
"114389",1,29597,51
"114393",1,29598,51
"114397",1,29599,51
"114401",1,29600,51
"114405",1,29601,51
"114409",1,29602,51
"114413",1,29603,51
"114417",1,29604,51
"114421",1,29605,51
"114425",1,29606,51
"114429",1,29607,51
"114433",1,29608,51
"114437",1,29609,51
"114441",1,29610,51
"114445",1,29611,51
"114449",1,29612,51
"114453",1,29613,51
"114457",1,29614,51
"114461",1,29615,51
"114465",1,29616,51
"114469",1,29617,51
"114473",1,29618,51
"114477",1,29619,51
"114481",1,29620,51
"114485",1,29621,51
"114489",1,29622,51
"114493",1,29623,51
"114497",1,29624,51
"114501",1,29625,51
"114505",1,29626,51
"114509",1,29627,51
"114513",1,29628,51
"114517",1,29629,51
"114521",1,29630,51
"114525",1,29631,51
"114529",1,29632,51
"114533",1,29633,51
"114537",1,29634,51
"114541",1,29635,51
"114545",1,29636,51
"114549",1,29637,51
"114553",1,29638,51
"114557",1,29639,51
"114561",1,29640,51
"114565",1,29641,51
"114569",1,29642,51
"114573",1,29643,51
"114577",1,29644,51
"114581",1,29645,51
"114585",1,29646,51
"114589",1,29647,51
"114593",1,29648,51
"114597",1,29649,51
"114601",1,29650,51
"114605",1,29651,51
"114609",1,29652,51
"114613",1,29653,51
"114617",1,29654,51
"114621",1,29655,51
"114625",1,29656,51
"114629",1,29657,51
"114633",1,29658,51
"114637",1,29659,51
"114641",1,29660,51
"114645",1,29661,51
"114649",1,29662,51
"114653",1,29663,51
"114657",1,29664,51
"114661",1,29665,51
"114665",1,29666,51
"114669",1,29667,51
"114673",1,29668,51
"114677",1,29669,51
"114681",1,29670,51
"114685",1,29671,51
"114689",1,29672,51
"114693",1,29673,51
"114697",1,29674,51
"114701",1,29675,51
"114705",1,29676,51
"114709",1,29677,51
"114713",1,29678,51
"114717",1,29679,51
"114721",1,29680,51
"114725",1,29681,51
"114729",1,29682,51
"114733",1,29683,51
"114737",1,29684,51
"114741",1,29685,51
"114745",1,29686,51
"114749",1,29687,51
"114753",1,29688,51
"114757",1,29689,51
"114761",1,29690,51
"114765",1,29691,51
"114769",1,29692,51
"114773",1,29693,51
"114777",1,29694,51
"114781",1,29695,51
"114785",1,29696,51
"114789",1,29697,51
"114793",1,29698,51
"114797",1,29699,51
"114801",1,29700,51
"114805",1,29701,51
"114809",1,29702,51
"114813",1,29703,51
"114817",1,29704,51
"114821",1,29705,51
"114825",1,29706,51
"114829",1,29707,51
"114833",1,29708,51
"114837",1,29709,51
"114841",1,29710,51
"114845",1,29711,51
"114849",1,29712,51
"114853",1,29713,51
"114857",1,29714,51
"114861",1,29715,51
"114865",1,29716,51
"114869",1,29717,51
"114873",1,29718,51
"114877",1,29719,51
"114881",1,29720,51
"114885",1,29721,51
"114889",1,29722,51
"114893",1,29723,51
"114897",1,29724,51
"114901",1,29725,51
"114905",1,29726,51
"114909",1,29727,51
"114913",1,29728,51
"114917",1,29729,51
"114921",1,29730,51
"114925",1,29731,51
"114929",1,29732,51
"114933",1,29733,51
"114937",1,29734,51
"114941",1,29735,51
"114945",1,29736,51
"114949",1,29737,51
"114953",1,29738,51
"114957",1,29739,51
"114961",1,29740,51
"114965",1,29741,51
"114969",1,29742,51
"114973",1,29743,51
"114977",1,29744,51
"114981",1,29745,51
"114985",1,29746,51
"114989",1,29747,51
"114993",1,29748,51
"114997",1,29749,51
"115001",1,29750,51
"115005",1,29751,51
"115009",1,29752,51
"115013",1,29753,51
"115017",1,29754,51
"115021",1,29755,51
"115025",1,29756,51
"115029",1,29757,51
"115033",1,29758,51
"115037",1,29759,51
"115041",1,29760,51
"115045",1,29761,51
"115049",1,29762,51
"115053",1,29763,51
"115057",1,29764,51
"115061",1,29765,51
"115065",1,29766,51
"115069",1,29767,51
"115073",1,29768,51
"115077",1,29769,51
"115081",1,29770,51
"115085",1,29771,51
"115089",1,29772,51
"115093",1,29773,51
"115097",1,29774,51
"115101",1,29775,51
"115105",1,29776,51
"115109",1,29777,51
"115113",1,29778,51
"115117",1,29779,51
"115121",1,29780,51
"115125",1,29781,51
"115129",1,29782,51
"115133",1,29783,51
"115137",1,29784,51
"115141",1,29785,51
"115145",1,29786,51
"115149",1,29787,51
"115153",1,29788,51
"115157",1,29789,51
"115161",1,29790,51
"115165",1,29791,51
"115169",1,29792,51
"115173",1,29793,51
"115177",1,29794,51
"115181",1,29795,51
"115185",1,29796,51
"115189",1,29797,51
"115193",1,29798,51
"115197",1,29799,51
"115201",1,29800,51
"115205",1,29801,51
"115209",1,29802,51
"115213",1,29803,51
"115217",1,29804,51
"115221",1,29805,51
"115225",1,29806,51
"115229",1,29807,51
"115233",1,29808,51
"115237",1,29809,51
"115241",1,29810,51
"115245",1,29811,51
"115249",1,29812,51
"115253",1,29813,51
"115257",1,29814,51
"115261",1,29815,51
"115265",1,29816,51
"115269",1,29817,51
"115273",1,29818,51
"115277",1,29819,51
"115281",1,29820,51
"115285",1,29821,51
"115289",1,29822,51
"115293",1,29823,51
"115297",1,29824,51
"115301",1,29825,51
"115305",1,29826,51
"115309",1,29827,51
"115313",1,29828,51
"115317",1,29829,51
"115321",1,29830,51
"115325",1,29831,51
"115329",1,29832,51
"115333",1,29833,51
"115337",1,29834,51
"115341",1,29835,51
"115345",1,29836,51
"115349",1,29837,51
"115353",1,29838,51
"115357",1,29839,51
"115361",1,29840,51
"115365",1,29841,51
"115369",1,29842,51
"115373",1,29843,51
"115377",1,29844,51
"115381",1,29845,51
"115385",1,29846,51
"115389",1,29847,51
"115393",1,29848,51
"115397",1,29849,51
"115401",1,29850,51
"115405",1,29851,51
"115409",1,29852,51
"115413",1,29853,51
"115417",1,29854,51
"115421",1,29855,51
"115425",1,29856,51
"115429",1,29857,51
"115433",1,29858,51
"115437",1,29859,51
"115441",1,29860,51
"115445",1,29861,51
"115449",1,29862,51
"115453",1,29863,51
"115457",1,29864,51
"115461",1,29865,51
"115465",1,29866,51
"115469",1,29867,51
"115473",1,29868,51
"115477",1,29869,51
"115481",1,29870,51
"115485",1,29871,51
"115489",1,29872,51
"115493",1,29873,51
"115497",1,29874,51
"115501",1,29875,51
"115505",1,29876,51
"115509",1,29877,51
"115513",1,29878,51
"115517",1,29879,51
"115521",1,29880,51
"115525",1,29881,51
"115529",1,29882,51
"115533",1,29883,51
"115537",1,29884,51
"115541",1,29885,51
"115545",1,29886,51
"115549",1,29887,51
"115553",1,29888,51
"115557",1,29889,51
"115561",1,29890,51
"115565",1,29891,51
"115569",1,29892,51
"115573",1,29893,51
"115577",1,29894,51
"115581",1,29895,51
"115585",1,29896,51
"115589",1,29897,51
"115593",1,29898,51
"115597",1,29899,51
"115601",1,29900,51
"115605",1,29901,51
"115609",1,29902,51
"115613",1,29903,51
"115617",1,29904,51
"115621",1,29905,51
"115625",1,29906,51
"115629",1,29907,51
"115633",1,29908,51
"115637",1,29909,51
"115641",1,29910,51
"115645",1,29911,51
"115649",1,29912,51
"115653",1,29913,51
"115657",1,29914,51
"115661",1,29915,51
"115665",1,29916,51
"115669",1,29917,51
"115673",1,29918,51
"115677",1,29919,51
"115681",1,29920,51
"115685",1,29921,51
"115689",1,29922,51
"115693",1,29923,51
"115697",1,29924,51
"115701",1,29925,51
"115705",1,29926,51
"115709",1,29927,51
"115713",1,29928,51
"115717",1,29929,51
"115721",1,29930,51
"115725",1,29931,51
"115729",1,29932,51
"115733",1,29933,51
"115737",1,29934,51
"115741",1,29935,51
"115745",1,29936,51
"115749",1,29937,51
"115753",1,29938,51
"115757",1,29939,51
"115761",1,29940,51
"115765",1,29941,51
"115769",1,29942,51
"115773",1,29943,51
"115777",1,29944,51
"115781",1,29945,51
"115785",1,29946,51
"115789",1,29947,51
"115793",1,29948,51
"115797",1,29949,51
"115801",1,29950,51
"115805",1,29951,51
"115809",1,29952,51
"115813",1,29953,51
"115817",1,29954,51
"115821",1,29955,51
"115825",1,29956,51
"115829",1,29957,51
"115833",1,29958,51
"115837",1,29959,51
"115841",1,29960,51
"115845",1,29961,51
"115849",1,29962,51
"115853",1,29963,51
"115857",1,29964,51
"115861",1,29965,51
"115865",1,29966,51
"115869",1,29967,51
"115873",1,29968,51
"115877",1,29969,51
"115881",1,29970,51
"115885",1,29971,51
"115889",1,29972,51
"115893",1,29973,51
"115897",1,29974,51
"115901",1,29975,51
"115905",1,29976,51
"115909",1,29977,51
"115913",1,29978,51
"115917",1,29979,51
"115921",1,29980,51
"115925",1,29981,51
"115929",1,29982,51
"115933",1,29983,51
"115937",1,29984,51
"115941",1,29985,51
"115945",1,29986,51
"115949",1,29987,51
"115953",1,29988,51
"115957",1,29989,51
"115961",1,29990,51
"115965",1,29991,51
"115969",1,29992,51
"115973",1,29993,51
"115977",1,29994,51
"115981",1,29995,51
"115985",1,29996,51
"115989",1,29997,51
"115993",1,29998,51
"115997",1,29999,51
"116001",1,30000,51
"116005",1,30001,51
"116009",1,30002,51
"116013",1,30003,51
"116017",1,30004,51
"116021",1,30005,51
"116025",1,30006,51
"116029",1,30007,51
"116033",1,30008,51
"116037",1,30009,51
"116041",1,30010,51
"116045",1,30011,51
"116049",1,30012,51
"116053",1,30013,51
"116057",1,30014,51
"116061",1,30015,51
"116065",1,30016,51
"116069",1,30017,51
"116073",1,30018,51
"116077",1,30019,51
"116081",1,30020,51
"116085",1,30021,51
"116089",1,30022,51
"116093",1,30023,51
"116097",1,30024,51
"116101",1,30025,51
"116105",1,30026,51
"116109",1,30027,51
"116113",1,30028,51
"116117",1,30029,51
"116121",1,30030,51
"116125",1,30031,51
"116129",1,30032,51
"116133",1,30033,51
"116137",1,30034,51
"116141",1,30035,51
"116145",1,30036,51
"116149",1,30037,51
"116153",1,30038,51
"116157",1,30039,51
"116161",1,30040,51
"116165",1,30041,51
"116169",1,30042,51
"116173",1,30043,51
"116177",1,30044,51
"116181",1,30045,51
"116185",1,30046,51
"116189",1,30047,51
"116193",1,30048,51
"116197",1,30049,51
"116201",1,30050,51
"116205",1,30051,51
"116209",1,30052,51
"116213",1,30053,51
"116217",1,30054,51
"116221",1,30055,51
"116225",1,30056,51
"116229",1,30057,51
"116233",1,30058,51
"116237",1,30059,51
"116241",1,30060,51
"116245",1,30061,51
"116249",1,30062,51
"116253",1,30063,51
"116257",1,30064,51
"116261",1,30065,51
"116265",1,30066,51
"116269",1,30067,51
"116273",1,30068,51
"116277",1,30069,51
"116281",1,30070,51
"116285",1,30071,51
"116289",1,30072,51
"116293",1,30073,51
"116297",1,30074,51
"116301",1,30075,51
"116305",1,30076,51
"116309",1,30077,51
"116313",1,30078,51
"116317",1,30079,51
"116321",1,30080,51
"116325",1,30081,51
"116329",1,30082,51
"116333",1,30083,51
"116337",1,30084,51
"116341",1,30085,51
"116345",1,30086,51
"116349",1,30087,51
"116353",1,30088,51
"116357",1,30089,51
"116361",1,30090,51
"116365",1,30091,51
"116369",1,30092,51
"116373",1,30093,51
"116377",1,30094,51
"116381",1,30095,51
"116385",1,30096,51
"116389",1,30097,51
"116393",1,30098,51
"116397",1,30099,51
"116401",1,30100,51
"116405",1,30101,51
"116409",1,30102,51
"116413",1,30103,51
"116417",1,30104,51
"116421",1,30105,51
"116425",1,30106,51
"116429",1,30107,51
"116433",1,30108,51
"116437",1,30109,51
"116441",1,30110,51
"116445",1,30111,51
"116449",1,30112,51
"116453",1,30113,51
"116457",1,30114,51
"116461",1,30115,51
"116465",1,30116,51
"116469",1,30117,51
"116473",1,30118,51
"116477",1,30119,51
"116481",1,30120,51
"116485",1,30121,51
"116489",1,30122,51
"116493",1,30123,51
"116497",1,30124,51
"116501",1,30125,51
"116505",1,30126,51
"116509",1,30127,51
"116513",1,30128,51
"116517",1,30129,51
"116521",1,30130,51
"116525",1,30131,51
"116529",1,30132,51
"116533",1,30133,51
"116537",1,30134,51
"116541",1,30135,51
"116545",1,30136,51
"116549",1,30137,51
"116553",1,30138,51
"116557",1,30139,51
"116561",1,30140,51
"116565",1,30141,51
"116569",1,30142,51
"116573",1,30143,51
"116577",1,30144,51
"116581",1,30145,51
"116585",1,30146,51
"116589",1,30147,51
"116593",1,30148,51
"116597",1,30149,51
"116601",1,30150,51
"116605",1,30151,51
"116609",1,30152,51
"116613",1,30153,51
"116617",1,30154,51
"116621",1,30155,51
"116625",1,30156,51
"116629",1,30157,51
"116633",1,30158,51
"116637",1,30159,51
"116641",1,30160,51
"116645",1,30161,51
"116649",1,30162,51
"116653",1,30163,51
"116657",1,30164,51
"116661",1,30165,51
"116665",1,30166,51
"116669",1,30167,51
"116673",1,30168,51
"116677",1,30169,51
"116681",1,30170,51
"116685",1,30171,51
"116689",1,30172,51
"116693",1,30173,51
"116697",1,30174,51
"116701",1,30175,51
"116705",1,30176,51
"116709",1,30177,51
"116713",1,30178,51
"116717",1,30179,51
"116721",1,30180,51
"116725",1,30181,51
"116729",1,30182,51
"116733",1,30183,51
"116737",1,30184,51
"116741",1,30185,51
"116745",1,30186,51
"116749",1,30187,51
"116753",1,30188,51
"116757",1,30189,51
"116761",1,30190,51
"116765",1,30191,51
"116769",1,30192,51
"116773",1,30193,51
"116777",1,30194,51
"116781",1,30195,51
"116785",1,30196,51
"116789",1,30197,51
"116793",1,30198,51
"116797",1,30199,51
"116801",1,30200,51
"116805",1,30201,51
"116809",1,30202,51
"116813",1,30203,51
"116817",1,30204,51
"116821",1,30205,51
"116825",1,30206,51
"116829",1,30207,51
"116833",1,30208,51
"116837",1,30209,51
"116841",1,30210,51
"116845",1,30211,51
"116849",1,30212,51
"116853",1,30213,51
"116857",1,30214,51
"116861",1,30215,51
"116865",1,30216,51
"116869",1,30217,51
"116873",1,30218,51
"116877",1,30219,51
"116881",1,30220,51
"116885",1,30221,51
"116889",1,30222,51
"116893",1,30223,51
"116897",1,30224,51
"116901",1,30225,51
"116905",1,30226,51
"116909",1,30227,51
"116913",1,30228,51
"116917",1,30229,51
"116921",1,30230,51
"116925",1,30231,51
"116929",1,30232,51
"116933",1,30233,51
"116937",1,30234,51
"116941",1,30235,51
"116945",1,30236,51
"116949",1,30237,51
"116953",1,30238,51
"116957",1,30239,51
"116961",1,30240,51
"116965",1,30241,51
"116969",1,30242,51
"116973",1,30243,51
"116977",1,30244,51
"116981",1,30245,51
"116985",1,30246,51
"116989",1,30247,51
"116993",1,30248,51
"116997",1,30249,51
"117001",1,30250,51
"117005",1,30251,51
"117009",1,30252,51
"117013",1,30253,51
"117017",1,30254,51
"117021",1,30255,51
"117025",1,30256,51
"117029",1,30257,51
"117033",1,30258,51
"117037",1,30259,51
"117041",1,30260,51
"117045",1,30261,51
"117049",1,30262,51
"117053",1,30263,51
"117057",1,30264,51
"117061",1,30265,51
"117065",1,30266,51
"117069",1,30267,51
"117073",1,30268,51
"117077",1,30269,51
"117081",1,30270,51
"117085",1,30271,51
"117089",1,30272,51
"117093",1,30273,51
"117097",1,30274,51
"117101",1,30275,51
"117105",1,30276,51
"117109",1,30277,51
"117113",1,30278,51
"117117",1,30279,51
"117121",1,30280,51
"117125",1,30281,51
"117129",1,30282,51
"117133",1,30283,51
"117137",1,30284,51
"117141",1,30285,51
"117145",1,30286,51
"117149",1,30287,51
"117153",1,30288,51
"117157",1,30289,51
"117161",1,30290,51
"117165",1,30291,51
"117169",1,30292,51
"117173",1,30293,51
"117177",1,30294,51
"117181",1,30295,51
"117185",1,30296,51
"117189",1,30297,51
"117193",1,30298,51
"117197",1,30299,51
"117201",1,30300,51
"117205",1,30301,51
"117209",1,30302,51
"117213",1,30303,51
"117217",1,30304,51
"117221",1,30305,51
"117225",1,30306,51
"117229",1,30307,51
"117233",1,30308,51
"117237",1,30309,51
"117241",1,30310,51
"117245",1,30311,51
"117249",1,30312,51
"117253",1,30313,51
"117257",1,30314,51
"117261",1,30315,51
"117265",1,30316,51
"117269",1,30317,51
"117273",1,30318,51
"117277",1,30319,51
"117281",1,30320,51
"117285",1,30321,51
"117289",1,30322,51
"117293",1,30323,51
"117297",1,30324,51
"117301",1,30325,51
"117305",1,30326,51
"117309",1,30327,51
"117313",1,30328,51
"117317",1,30329,51
"117321",1,30330,51
"117325",1,30331,51
"117329",1,30332,51
"117333",1,30333,51
"117337",1,30334,51
"117341",1,30335,51
"117345",1,30336,51
"117349",1,30337,51
"117353",1,30338,51
"117357",1,30339,51
"117361",1,30340,51
"117365",1,30341,51
"117369",1,30342,51
"117373",1,30343,51
"117377",1,30344,51
"117381",1,30345,51
"117385",1,30346,51
"117389",1,30347,51
"117393",1,30348,51
"117397",1,30349,51
"117401",1,30350,51
"117405",1,30351,51
"117409",1,30352,51
"117413",1,30353,51
"117417",1,30354,51
"117421",1,30355,51
"117425",1,30356,51
"117429",1,30357,51
"117433",1,30358,51
"117437",1,30359,51
"117441",1,30360,51
"117445",1,30361,51
"117449",1,30362,51
"117453",1,30363,51
"117457",1,30364,51
"117461",1,30365,51
"117465",1,30366,51
"117469",1,30367,51
"117473",1,30368,51
"117477",1,30369,51
"117481",1,30370,51
"117485",1,30371,51
"117489",1,30372,51
"117493",1,30373,51
"117497",1,30374,51
"117501",1,30375,51
"117505",1,30376,51
"117509",1,30377,51
"117513",1,30378,51
"117517",1,30379,51
"117521",1,30380,51
"117525",1,30381,51
"117529",1,30382,51
"117533",1,30383,51
"117537",1,30384,51
"117541",1,30385,51
"117545",1,30386,51
"117549",1,30387,51
"117553",1,30388,51
"117557",1,30389,51
"117561",1,30390,51
"117565",1,30391,51
"117569",1,30392,51
"117573",1,30393,51
"117577",1,30394,51
"117581",1,30395,51
"117585",1,30396,51
"117589",1,30397,51
"117593",1,30398,51
"117597",1,30399,51
"117601",1,30400,51
"117605",1,30401,51
"117609",1,30402,51
"117613",1,30403,51
"117617",1,30404,51
"117621",1,30405,51
"117625",1,30406,51
"117629",1,30407,51
"117633",1,30408,51
