"","node","t","k"
"154408",1000,39601,33
"154412",1000,39602,33
"154416",1000,39603,33
"154420",1000,39604,33
"154424",1000,39605,33
"154428",1000,39606,33
"154432",1000,39607,33
"154436",1000,39608,33
"154440",1000,39609,33
"154444",1000,39610,33
"154448",1000,39611,33
"154452",1000,39612,33
"154456",1000,39613,33
"154460",1000,39614,33
"154464",1000,39615,33
"154468",1000,39616,33
"154472",1000,39617,33
"154476",1000,39618,33
"154480",1000,39619,33
"154484",1000,39620,33
"154488",1000,39621,33
"154492",1000,39622,33
"154496",1000,39623,33
"154500",1000,39624,33
"154504",1000,39625,33
"154508",1000,39626,33
"154512",1000,39627,33
"154516",1000,39628,33
"154520",1000,39629,33
"154524",1000,39630,33
"154528",1000,39631,33
"154532",1000,39632,33
"154536",1000,39633,33
"154540",1000,39634,33
"154544",1000,39635,33
"154548",1000,39636,33
"154552",1000,39637,33
"154556",1000,39638,33
"154560",1000,39639,33
"154564",1000,39640,33
"154568",1000,39641,33
"154572",1000,39642,33
"154576",1000,39643,33
"154580",1000,39644,33
"154584",1000,39645,33
"154588",1000,39646,33
"154592",1000,39647,33
"154596",1000,39648,33
"154600",1000,39649,33
"154604",1000,39650,33
"154608",1000,39651,33
"154612",1000,39652,33
"154616",1000,39653,33
"154620",1000,39654,33
"154624",1000,39655,33
"154628",1000,39656,33
"154632",1000,39657,33
"154636",1000,39658,33
"154640",1000,39659,33
"154644",1000,39660,33
"154648",1000,39661,33
"154652",1000,39662,33
"154656",1000,39663,33
"154660",1000,39664,33
"154664",1000,39665,33
"154668",1000,39666,33
"154672",1000,39667,33
"154676",1000,39668,33
"154680",1000,39669,33
"154684",1000,39670,33
"154688",1000,39671,33
"154692",1000,39672,33
"154696",1000,39673,33
"154700",1000,39674,33
"154704",1000,39675,33
"154708",1000,39676,33
"154712",1000,39677,33
"154716",1000,39678,33
"154720",1000,39679,33
"154724",1000,39680,33
"154728",1000,39681,33
"154732",1000,39682,33
"154736",1000,39683,33
"154740",1000,39684,33
"154744",1000,39685,33
"154748",1000,39686,33
"154752",1000,39687,33
"154756",1000,39688,33
"154760",1000,39689,33
"154764",1000,39690,33
"154768",1000,39691,33
"154772",1000,39692,33
"154776",1000,39693,33
"154780",1000,39694,33
"154784",1000,39695,33
"154788",1000,39696,33
"154792",1000,39697,33
"154796",1000,39698,33
"154800",1000,39699,33
"154804",1000,39700,33
"154808",1000,39701,33
"154812",1000,39702,33
"154816",1000,39703,33
"154820",1000,39704,33
"154824",1000,39705,33
"154828",1000,39706,33
"154832",1000,39707,33
"154836",1000,39708,33
"154840",1000,39709,33
"154844",1000,39710,33
"154848",1000,39711,33
"154852",1000,39712,33
"154856",1000,39713,33
"154860",1000,39714,33
"154864",1000,39715,33
"154868",1000,39716,33
"154872",1000,39717,33
"154876",1000,39718,33
"154880",1000,39719,33
"154884",1000,39720,33
"154888",1000,39721,33
"154892",1000,39722,33
"154896",1000,39723,33
"154900",1000,39724,33
"154904",1000,39725,33
"154908",1000,39726,33
"154912",1000,39727,33
"154916",1000,39728,33
"154920",1000,39729,33
"154924",1000,39730,33
"154928",1000,39731,33
"154932",1000,39732,33
"154936",1000,39733,33
"154940",1000,39734,33
"154944",1000,39735,33
"154948",1000,39736,33
"154952",1000,39737,33
"154956",1000,39738,33
"154960",1000,39739,33
"154964",1000,39740,33
"154968",1000,39741,33
"154972",1000,39742,33
"154976",1000,39743,33
"154980",1000,39744,33
"154984",1000,39745,33
"154988",1000,39746,33
"154992",1000,39747,33
"154996",1000,39748,33
"155000",1000,39749,33
"155004",1000,39750,33
"155008",1000,39751,33
"155012",1000,39752,33
"155016",1000,39753,33
"155020",1000,39754,33
"155024",1000,39755,33
"155028",1000,39756,33
"155032",1000,39757,33
"155036",1000,39758,33
"155040",1000,39759,33
"155044",1000,39760,33
"155048",1000,39761,33
"155052",1000,39762,33
"155056",1000,39763,33
"155060",1000,39764,33
"155064",1000,39765,33
"155068",1000,39766,33
"155072",1000,39767,33
"155076",1000,39768,33
"155080",1000,39769,33
"155084",1000,39770,33
"155088",1000,39771,33
"155092",1000,39772,33
"155096",1000,39773,33
"155100",1000,39774,33
"155104",1000,39775,33
"155108",1000,39776,33
"155112",1000,39777,33
"155116",1000,39778,33
"155120",1000,39779,33
"155124",1000,39780,33
"155128",1000,39781,33
"155132",1000,39782,33
"155136",1000,39783,33
"155140",1000,39784,33
"155144",1000,39785,33
"155148",1000,39786,33
"155152",1000,39787,33
"155156",1000,39788,33
"155160",1000,39789,33
"155164",1000,39790,33
"155168",1000,39791,33
"155172",1000,39792,33
"155176",1000,39793,33
"155180",1000,39794,33
"155184",1000,39795,33
"155188",1000,39796,33
"155192",1000,39797,33
"155196",1000,39798,33
"155200",1000,39799,33
"155204",1000,39800,33
"155208",1000,39801,33
"155212",1000,39802,33
"155216",1000,39803,33
"155220",1000,39804,33
"155224",1000,39805,33
"155228",1000,39806,33
"155232",1000,39807,33
"155236",1000,39808,33
"155240",1000,39809,33
"155244",1000,39810,33
"155248",1000,39811,33
"155252",1000,39812,33
"155256",1000,39813,33
"155260",1000,39814,33
"155264",1000,39815,33
"155268",1000,39816,33
"155272",1000,39817,33
"155276",1000,39818,33
"155280",1000,39819,33
"155284",1000,39820,33
"155288",1000,39821,33
"155292",1000,39822,33
"155296",1000,39823,33
"155300",1000,39824,33
"155304",1000,39825,33
"155308",1000,39826,33
"155312",1000,39827,33
"155316",1000,39828,33
"155320",1000,39829,33
"155324",1000,39830,33
"155328",1000,39831,33
"155332",1000,39832,33
"155336",1000,39833,33
"155340",1000,39834,33
"155344",1000,39835,33
"155348",1000,39836,33
"155352",1000,39837,33
"155356",1000,39838,33
"155360",1000,39839,33
"155364",1000,39840,33
"155368",1000,39841,33
"155372",1000,39842,33
"155376",1000,39843,33
"155380",1000,39844,33
"155384",1000,39845,33
"155388",1000,39846,33
"155392",1000,39847,33
"155396",1000,39848,33
"155400",1000,39849,33
"155404",1000,39850,33
"155408",1000,39851,33
"155412",1000,39852,33
"155416",1000,39853,33
"155420",1000,39854,33
"155424",1000,39855,33
"155428",1000,39856,33
"155432",1000,39857,33
"155436",1000,39858,33
"155440",1000,39859,33
"155444",1000,39860,33
"155448",1000,39861,33
"155452",1000,39862,33
"155456",1000,39863,33
"155460",1000,39864,33
"155464",1000,39865,33
"155468",1000,39866,33
"155472",1000,39867,33
"155476",1000,39868,33
"155480",1000,39869,33
"155484",1000,39870,33
"155488",1000,39871,33
"155492",1000,39872,33
"155496",1000,39873,33
"155500",1000,39874,33
"155504",1000,39875,33
"155508",1000,39876,33
"155512",1000,39877,33
"155516",1000,39878,33
"155520",1000,39879,33
"155524",1000,39880,33
"155528",1000,39881,33
"155532",1000,39882,33
"155536",1000,39883,33
"155540",1000,39884,33
"155544",1000,39885,33
"155548",1000,39886,33
"155552",1000,39887,33
"155556",1000,39888,33
"155560",1000,39889,33
"155564",1000,39890,33
"155568",1000,39891,33
"155572",1000,39892,33
"155576",1000,39893,33
"155580",1000,39894,33
"155584",1000,39895,33
"155588",1000,39896,33
"155592",1000,39897,33
"155596",1000,39898,33
"155600",1000,39899,33
"155604",1000,39900,33
"155608",1000,39901,33
"155612",1000,39902,33
"155616",1000,39903,33
"155620",1000,39904,33
"155624",1000,39905,33
"155628",1000,39906,33
"155632",1000,39907,33
"155636",1000,39908,33
"155640",1000,39909,33
"155644",1000,39910,33
"155648",1000,39911,33
"155652",1000,39912,33
"155656",1000,39913,33
"155660",1000,39914,33
"155664",1000,39915,33
"155668",1000,39916,33
"155672",1000,39917,33
"155676",1000,39918,33
"155680",1000,39919,33
"155684",1000,39920,33
"155688",1000,39921,33
"155692",1000,39922,33
"155696",1000,39923,33
"155700",1000,39924,33
"155704",1000,39925,33
"155708",1000,39926,33
"155712",1000,39927,33
"155716",1000,39928,33
"155720",1000,39929,33
"155724",1000,39930,33
"155728",1000,39931,33
"155732",1000,39932,33
"155736",1000,39933,33
"155740",1000,39934,33
"155744",1000,39935,33
"155748",1000,39936,33
"155752",1000,39937,33
"155756",1000,39938,33
"155760",1000,39939,33
"155764",1000,39940,33
"155768",1000,39941,33
"155772",1000,39942,33
"155776",1000,39943,33
"155780",1000,39944,33
"155784",1000,39945,33
"155788",1000,39946,33
"155792",1000,39947,33
"155796",1000,39948,33
"155800",1000,39949,33
"155804",1000,39950,33
"155808",1000,39951,33
"155812",1000,39952,33
"155816",1000,39953,33
"155820",1000,39954,33
"155824",1000,39955,33
"155828",1000,39956,33
"155832",1000,39957,33
"155836",1000,39958,33
"155840",1000,39959,33
"155844",1000,39960,33
"155848",1000,39961,33
"155852",1000,39962,33
"155856",1000,39963,33
"155860",1000,39964,33
"155864",1000,39965,33
"155868",1000,39966,33
"155872",1000,39967,33
"155876",1000,39968,33
"155880",1000,39969,33
"155884",1000,39970,33
"155888",1000,39971,33
"155892",1000,39972,33
"155896",1000,39973,33
"155900",1000,39974,33
"155904",1000,39975,33
"155908",1000,39976,33
"155912",1000,39977,33
"155916",1000,39978,33
"155920",1000,39979,33
"155924",1000,39980,33
"155928",1000,39981,33
"155932",1000,39982,33
"155936",1000,39983,33
"155940",1000,39984,33
"155944",1000,39985,33
"155948",1000,39986,33
"155952",1000,39987,33
"155956",1000,39988,33
"155960",1000,39989,33
"155964",1000,39990,33
"155968",1000,39991,33
"155972",1000,39992,33
"155976",1000,39993,33
"155980",1000,39994,33
"155984",1000,39995,33
"155988",1000,39996,33
"155992",1000,39997,33
"155996",1000,39998,33
"156000",1000,39999,33
"156004",1000,40000,33
"156008",1000,40001,33
"156012",1000,40002,33
"156016",1000,40003,33
"156020",1000,40004,33
"156024",1000,40005,33
"156028",1000,40006,33
"156032",1000,40007,33
"156036",1000,40008,33
"156040",1000,40009,33
"156044",1000,40010,33
"156048",1000,40011,33
"156052",1000,40012,33
"156056",1000,40013,33
"156060",1000,40014,33
"156064",1000,40015,33
"156068",1000,40016,33
"156072",1000,40017,33
"156076",1000,40018,33
"156080",1000,40019,33
"156084",1000,40020,33
"156088",1000,40021,33
"156092",1000,40022,33
"156096",1000,40023,33
"156100",1000,40024,33
"156104",1000,40025,33
"156108",1000,40026,33
"156112",1000,40027,33
"156116",1000,40028,33
"156120",1000,40029,33
"156124",1000,40030,33
"156128",1000,40031,33
"156132",1000,40032,33
"156136",1000,40033,33
"156140",1000,40034,33
"156144",1000,40035,33
"156148",1000,40036,33
"156152",1000,40037,33
"156156",1000,40038,33
"156160",1000,40039,33
"156164",1000,40040,33
"156168",1000,40041,33
"156172",1000,40042,33
"156176",1000,40043,33
"156180",1000,40044,33
"156184",1000,40045,33
"156188",1000,40046,33
"156192",1000,40047,33
"156196",1000,40048,33
"156200",1000,40049,33
"156204",1000,40050,33
"156208",1000,40051,33
"156212",1000,40052,33
"156216",1000,40053,33
"156220",1000,40054,33
"156224",1000,40055,33
"156228",1000,40056,33
"156232",1000,40057,33
"156236",1000,40058,33
"156240",1000,40059,33
"156244",1000,40060,33
"156248",1000,40061,33
"156252",1000,40062,33
"156256",1000,40063,33
"156260",1000,40064,33
"156264",1000,40065,33
"156268",1000,40066,33
"156272",1000,40067,33
"156276",1000,40068,33
"156280",1000,40069,33
"156284",1000,40070,33
"156288",1000,40071,33
"156292",1000,40072,33
"156296",1000,40073,33
"156300",1000,40074,33
"156304",1000,40075,33
"156308",1000,40076,33
"156312",1000,40077,33
"156316",1000,40078,33
"156320",1000,40079,33
"156324",1000,40080,33
"156328",1000,40081,33
"156332",1000,40082,33
"156336",1000,40083,33
"156340",1000,40084,33
"156344",1000,40085,33
"156348",1000,40086,33
"156352",1000,40087,33
"156356",1000,40088,33
"156360",1000,40089,33
"156364",1000,40090,33
"156368",1000,40091,33
"156372",1000,40092,33
"156376",1000,40093,33
"156380",1000,40094,33
"156384",1000,40095,33
"156388",1000,40096,33
"156392",1000,40097,33
"156396",1000,40098,33
"156400",1000,40099,33
"156404",1000,40100,33
"156408",1000,40101,33
"156412",1000,40102,33
"156416",1000,40103,33
"156420",1000,40104,33
"156424",1000,40105,33
"156428",1000,40106,33
"156432",1000,40107,33
"156436",1000,40108,33
"156440",1000,40109,33
"156444",1000,40110,33
"156448",1000,40111,33
"156452",1000,40112,33
"156456",1000,40113,33
"156460",1000,40114,33
"156464",1000,40115,33
"156468",1000,40116,33
"156472",1000,40117,33
"156476",1000,40118,33
"156480",1000,40119,33
"156484",1000,40120,33
"156488",1000,40121,33
"156492",1000,40122,33
"156496",1000,40123,33
"156500",1000,40124,33
"156504",1000,40125,33
"156508",1000,40126,33
"156512",1000,40127,33
"156516",1000,40128,33
"156520",1000,40129,33
"156524",1000,40130,33
"156528",1000,40131,33
"156532",1000,40132,33
"156536",1000,40133,33
"156540",1000,40134,33
"156544",1000,40135,33
"156548",1000,40136,33
"156552",1000,40137,33
"156556",1000,40138,33
"156560",1000,40139,33
"156564",1000,40140,33
"156568",1000,40141,33
"156572",1000,40142,33
"156576",1000,40143,33
"156580",1000,40144,33
"156584",1000,40145,33
"156588",1000,40146,33
"156592",1000,40147,33
"156596",1000,40148,33
"156600",1000,40149,33
"156604",1000,40150,33
"156608",1000,40151,33
"156612",1000,40152,33
"156616",1000,40153,33
"156620",1000,40154,33
"156624",1000,40155,33
"156628",1000,40156,33
"156632",1000,40157,33
"156636",1000,40158,33
"156640",1000,40159,33
"156644",1000,40160,33
"156648",1000,40161,33
"156652",1000,40162,33
"156656",1000,40163,33
"156660",1000,40164,33
"156664",1000,40165,33
"156668",1000,40166,33
"156672",1000,40167,33
"156676",1000,40168,33
"156680",1000,40169,33
"156684",1000,40170,33
"156688",1000,40171,33
"156692",1000,40172,33
"156696",1000,40173,33
"156700",1000,40174,33
"156704",1000,40175,33
"156708",1000,40176,33
"156712",1000,40177,33
"156716",1000,40178,33
"156720",1000,40179,33
"156724",1000,40180,33
"156728",1000,40181,33
"156732",1000,40182,33
"156736",1000,40183,33
"156740",1000,40184,33
"156744",1000,40185,33
"156748",1000,40186,33
"156752",1000,40187,33
"156756",1000,40188,33
"156760",1000,40189,33
"156764",1000,40190,33
"156768",1000,40191,33
"156772",1000,40192,33
"156776",1000,40193,33
"156780",1000,40194,33
"156784",1000,40195,33
"156788",1000,40196,33
"156792",1000,40197,33
"156796",1000,40198,33
"156800",1000,40199,33
"156804",1000,40200,33
"156808",1000,40201,33
"156812",1000,40202,33
"156816",1000,40203,33
"156820",1000,40204,33
"156824",1000,40205,33
"156828",1000,40206,33
"156832",1000,40207,33
"156836",1000,40208,33
"156840",1000,40209,33
"156844",1000,40210,33
"156848",1000,40211,33
"156852",1000,40212,33
"156856",1000,40213,33
"156860",1000,40214,33
"156864",1000,40215,33
"156868",1000,40216,33
"156872",1000,40217,33
"156876",1000,40218,33
"156880",1000,40219,33
"156884",1000,40220,33
"156888",1000,40221,33
"156892",1000,40222,33
"156896",1000,40223,33
"156900",1000,40224,33
"156904",1000,40225,33
"156908",1000,40226,33
"156912",1000,40227,33
"156916",1000,40228,33
"156920",1000,40229,33
"156924",1000,40230,33
"156928",1000,40231,33
"156932",1000,40232,33
"156936",1000,40233,33
"156940",1000,40234,33
"156944",1000,40235,33
"156948",1000,40236,33
"156952",1000,40237,33
"156956",1000,40238,33
"156960",1000,40239,33
"156964",1000,40240,33
"156968",1000,40241,33
"156972",1000,40242,33
"156976",1000,40243,33
"156980",1000,40244,33
"156984",1000,40245,33
"156988",1000,40246,33
"156992",1000,40247,33
"156996",1000,40248,33
"157000",1000,40249,33
"157004",1000,40250,33
"157008",1000,40251,33
"157012",1000,40252,33
"157016",1000,40253,33
"157020",1000,40254,33
"157024",1000,40255,33
"157028",1000,40256,33
"157032",1000,40257,33
"157036",1000,40258,33
"157040",1000,40259,33
"157044",1000,40260,33
"157048",1000,40261,33
"157052",1000,40262,33
"157056",1000,40263,33
"157060",1000,40264,33
"157064",1000,40265,33
"157068",1000,40266,33
"157072",1000,40267,33
"157076",1000,40268,33
"157080",1000,40269,33
"157084",1000,40270,33
"157088",1000,40271,33
"157092",1000,40272,33
"157096",1000,40273,33
"157100",1000,40274,33
"157104",1000,40275,33
"157108",1000,40276,33
"157112",1000,40277,33
"157116",1000,40278,33
"157120",1000,40279,33
"157124",1000,40280,33
"157128",1000,40281,33
"157132",1000,40282,33
"157136",1000,40283,33
"157140",1000,40284,33
"157144",1000,40285,33
"157148",1000,40286,33
"157152",1000,40287,33
"157156",1000,40288,33
"157160",1000,40289,33
"157164",1000,40290,33
"157168",1000,40291,33
"157172",1000,40292,33
"157176",1000,40293,33
"157180",1000,40294,33
"157184",1000,40295,33
"157188",1000,40296,33
"157192",1000,40297,33
"157196",1000,40298,33
"157200",1000,40299,33
"157204",1000,40300,33
"157208",1000,40301,33
"157212",1000,40302,33
"157216",1000,40303,33
"157220",1000,40304,33
"157224",1000,40305,33
"157228",1000,40306,33
"157232",1000,40307,33
"157236",1000,40308,33
"157240",1000,40309,33
"157244",1000,40310,33
"157248",1000,40311,33
"157252",1000,40312,33
"157256",1000,40313,33
"157260",1000,40314,33
"157264",1000,40315,33
"157268",1000,40316,33
"157272",1000,40317,33
"157276",1000,40318,33
"157280",1000,40319,33
"157284",1000,40320,33
"157288",1000,40321,33
"157292",1000,40322,33
"157296",1000,40323,33
"157300",1000,40324,33
"157304",1000,40325,33
"157308",1000,40326,33
"157312",1000,40327,33
"157316",1000,40328,33
"157320",1000,40329,33
"157324",1000,40330,33
"157328",1000,40331,33
"157332",1000,40332,33
"157336",1000,40333,33
"157340",1000,40334,33
"157344",1000,40335,33
"157348",1000,40336,33
"157352",1000,40337,33
"157356",1000,40338,33
"157360",1000,40339,33
"157364",1000,40340,33
"157368",1000,40341,33
"157372",1000,40342,33
"157376",1000,40343,33
"157380",1000,40344,33
"157384",1000,40345,33
"157388",1000,40346,33
"157392",1000,40347,33
"157396",1000,40348,33
"157400",1000,40349,33
"157404",1000,40350,33
"157408",1000,40351,33
"157412",1000,40352,33
"157416",1000,40353,33
"157420",1000,40354,33
"157424",1000,40355,33
"157428",1000,40356,33
"157432",1000,40357,33
"157436",1000,40358,33
"157440",1000,40359,33
"157444",1000,40360,33
"157448",1000,40361,33
"157452",1000,40362,33
"157456",1000,40363,33
"157460",1000,40364,33
"157464",1000,40365,33
"157468",1000,40366,33
"157472",1000,40367,33
"157476",1000,40368,33
"157480",1000,40369,33
"157484",1000,40370,33
"157488",1000,40371,33
"157492",1000,40372,33
"157496",1000,40373,33
"157500",1000,40374,33
"157504",1000,40375,33
"157508",1000,40376,33
"157512",1000,40377,33
"157516",1000,40378,33
"157520",1000,40379,33
"157524",1000,40380,33
"157528",1000,40381,33
"157532",1000,40382,33
"157536",1000,40383,33
"157540",1000,40384,33
"157544",1000,40385,33
"157548",1000,40386,33
"157552",1000,40387,33
"157556",1000,40388,33
"157560",1000,40389,33
"157564",1000,40390,33
"157568",1000,40391,33
"157572",1000,40392,33
"157576",1000,40393,33
"157580",1000,40394,33
"157584",1000,40395,33
"157588",1000,40396,33
"157592",1000,40397,33
"157596",1000,40398,33
"157600",1000,40399,33
"157604",1000,40400,33
"157608",1000,40401,33
"157612",1000,40402,33
"157616",1000,40403,33
"157620",1000,40404,33
"157624",1000,40405,33
"157628",1000,40406,33
"157632",1000,40407,33
"157636",1000,40408,33
"157640",1000,40409,33
"157644",1000,40410,33
"157648",1000,40411,33
"157652",1000,40412,33
"157656",1000,40413,33
"157660",1000,40414,33
"157664",1000,40415,33
"157668",1000,40416,33
"157672",1000,40417,33
"157676",1000,40418,33
"157680",1000,40419,33
"157684",1000,40420,33
"157688",1000,40421,33
"157692",1000,40422,33
"157696",1000,40423,33
"157700",1000,40424,33
"157704",1000,40425,33
"157708",1000,40426,33
"157712",1000,40427,33
"157716",1000,40428,33
"157720",1000,40429,33
"157724",1000,40430,33
"157728",1000,40431,33
"157732",1000,40432,33
"157736",1000,40433,33
"157740",1000,40434,33
"157744",1000,40435,33
"157748",1000,40436,33
"157752",1000,40437,33
"157756",1000,40438,33
"157760",1000,40439,33
"157764",1000,40440,33
"157768",1000,40441,33
"157772",1000,40442,33
"157776",1000,40443,33
"157780",1000,40444,33
"157784",1000,40445,33
"157788",1000,40446,33
"157792",1000,40447,33
"157796",1000,40448,33
"157800",1000,40449,33
"157804",1000,40450,33
"157808",1000,40451,33
"157812",1000,40452,33
"157816",1000,40453,33
"157820",1000,40454,33
"157824",1000,40455,33
"157828",1000,40456,33
"157832",1000,40457,33
"157836",1000,40458,33
"157840",1000,40459,33
"157844",1000,40460,33
"157848",1000,40461,33
"157852",1000,40462,33
"157856",1000,40463,33
"157860",1000,40464,33
"157864",1000,40465,33
"157868",1000,40466,33
"157872",1000,40467,33
"157876",1000,40468,33
"157880",1000,40469,33
"157884",1000,40470,33
"157888",1000,40471,33
"157892",1000,40472,33
"157896",1000,40473,33
"157900",1000,40474,33
"157904",1000,40475,33
"157908",1000,40476,33
"157912",1000,40477,33
"157916",1000,40478,33
"157920",1000,40479,33
"157924",1000,40480,33
"157928",1000,40481,33
"157932",1000,40482,33
"157936",1000,40483,33
"157940",1000,40484,33
"157944",1000,40485,33
"157948",1000,40486,33
"157952",1000,40487,33
"157956",1000,40488,33
"157960",1000,40489,33
"157964",1000,40490,33
"157968",1000,40491,33
"157972",1000,40492,33
"157976",1000,40493,33
"157980",1000,40494,33
"157984",1000,40495,33
"157988",1000,40496,33
"157992",1000,40497,33
"157996",1000,40498,33
"158000",1000,40499,33
"158004",1000,40500,33
"158008",1000,40501,33
"158012",1000,40502,33
"158016",1000,40503,33
"158020",1000,40504,33
"158024",1000,40505,33
"158028",1000,40506,33
"158032",1000,40507,33
"158036",1000,40508,33
"158040",1000,40509,33
"158044",1000,40510,33
"158048",1000,40511,33
"158052",1000,40512,33
"158056",1000,40513,33
"158060",1000,40514,33
"158064",1000,40515,33
"158068",1000,40516,33
"158072",1000,40517,33
"158076",1000,40518,33
"158080",1000,40519,33
"158084",1000,40520,33
"158088",1000,40521,33
"158092",1000,40522,33
"158096",1000,40523,33
"158100",1000,40524,33
"158104",1000,40525,33
"158108",1000,40526,33
"158112",1000,40527,33
"158116",1000,40528,33
"158120",1000,40529,33
"158124",1000,40530,33
"158128",1000,40531,33
"158132",1000,40532,33
"158136",1000,40533,33
"158140",1000,40534,33
"158144",1000,40535,33
"158148",1000,40536,33
"158152",1000,40537,33
"158156",1000,40538,33
"158160",1000,40539,33
"158164",1000,40540,33
"158168",1000,40541,33
"158172",1000,40542,33
"158176",1000,40543,33
"158180",1000,40544,33
"158184",1000,40545,33
"158188",1000,40546,33
"158192",1000,40547,33
"158196",1000,40548,33
"158200",1000,40549,33
"158204",1000,40550,33
"158208",1000,40551,33
"158212",1000,40552,33
"158216",1000,40553,33
"158220",1000,40554,33
"158224",1000,40555,33
"158228",1000,40556,33
"158232",1000,40557,33
"158236",1000,40558,33
"158240",1000,40559,33
"158244",1000,40560,33
"158248",1000,40561,33
"158252",1000,40562,33
"158256",1000,40563,33
"158260",1000,40564,33
"158264",1000,40565,33
"158268",1000,40566,33
"158272",1000,40567,33
"158276",1000,40568,33
"158280",1000,40569,33
"158284",1000,40570,33
"158288",1000,40571,33
"158292",1000,40572,33
"158296",1000,40573,33
"158300",1000,40574,33
"158304",1000,40575,33
"158308",1000,40576,33
"158312",1000,40577,33
"158316",1000,40578,33
"158320",1000,40579,33
"158324",1000,40580,33
"158328",1000,40581,33
"158332",1000,40582,33
"158336",1000,40583,33
"158340",1000,40584,33
"158344",1000,40585,33
"158348",1000,40586,33
"158352",1000,40587,33
"158356",1000,40588,33
"158360",1000,40589,33
"158364",1000,40590,33
"158368",1000,40591,33
"158372",1000,40592,33
"158376",1000,40593,33
"158380",1000,40594,33
"158384",1000,40595,33
"158388",1000,40596,33
"158392",1000,40597,33
"158396",1000,40598,33
"158400",1000,40599,33
"158404",1000,40600,33
"158408",1000,40601,33
"158412",1000,40602,33
"158416",1000,40603,33
"158420",1000,40604,33
"158424",1000,40605,33
"158428",1000,40606,33
"158432",1000,40607,33
"158436",1000,40608,33
"158440",1000,40609,33
"158444",1000,40610,33
"158448",1000,40611,33
"158452",1000,40612,33
"158456",1000,40613,33
"158460",1000,40614,33
"158464",1000,40615,33
"158468",1000,40616,33
"158472",1000,40617,33
"158476",1000,40618,33
"158480",1000,40619,33
"158484",1000,40620,33
"158488",1000,40621,33
"158492",1000,40622,33
"158496",1000,40623,33
"158500",1000,40624,33
"158504",1000,40625,33
"158508",1000,40626,33
"158512",1000,40627,33
"158516",1000,40628,33
"158520",1000,40629,33
"158524",1000,40630,33
"158528",1000,40631,33
"158532",1000,40632,33
"158536",1000,40633,33
"158540",1000,40634,33
"158544",1000,40635,33
"158548",1000,40636,33
"158552",1000,40637,33
"158556",1000,40638,33
"158560",1000,40639,33
"158564",1000,40640,33
"158568",1000,40641,33
"158572",1000,40642,33
"158576",1000,40643,33
"158580",1000,40644,33
"158584",1000,40645,33
"158588",1000,40646,33
"158592",1000,40647,33
"158596",1000,40648,33
"158600",1000,40649,33
"158604",1000,40650,33
"158608",1000,40651,33
"158612",1000,40652,33
"158616",1000,40653,33
"158620",1000,40654,33
"158624",1000,40655,33
"158628",1000,40656,33
"158632",1000,40657,33
"158636",1000,40658,33
"158640",1000,40659,33
"158644",1000,40660,33
"158648",1000,40661,33
"158652",1000,40662,33
"158656",1000,40663,33
"158660",1000,40664,33
"158664",1000,40665,33
"158668",1000,40666,33
"158672",1000,40667,33
"158676",1000,40668,33
"158680",1000,40669,33
"158684",1000,40670,33
"158688",1000,40671,33
"158692",1000,40672,33
"158696",1000,40673,33
"158700",1000,40674,33
"158704",1000,40675,33
"158708",1000,40676,33
"158712",1000,40677,33
"158716",1000,40678,33
"158720",1000,40679,33
"158724",1000,40680,33
"158728",1000,40681,33
"158732",1000,40682,33
"158736",1000,40683,33
"158740",1000,40684,33
"158744",1000,40685,33
"158748",1000,40686,33
"158752",1000,40687,33
"158756",1000,40688,33
"158760",1000,40689,33
"158764",1000,40690,33
"158768",1000,40691,33
"158772",1000,40692,33
"158776",1000,40693,33
"158780",1000,40694,33
"158784",1000,40695,33
"158788",1000,40696,33
"158792",1000,40697,33
"158796",1000,40698,33
"158800",1000,40699,33
"158804",1000,40700,33
"158808",1000,40701,33
"158812",1000,40702,33
"158816",1000,40703,33
"158820",1000,40704,33
"158824",1000,40705,33
"158828",1000,40706,33
"158832",1000,40707,33
"158836",1000,40708,33
"158840",1000,40709,33
"158844",1000,40710,33
"158848",1000,40711,33
"158852",1000,40712,33
"158856",1000,40713,33
"158860",1000,40714,33
"158864",1000,40715,33
"158868",1000,40716,33
"158872",1000,40717,33
"158876",1000,40718,33
"158880",1000,40719,33
"158884",1000,40720,33
"158888",1000,40721,33
"158892",1000,40722,33
"158896",1000,40723,33
"158900",1000,40724,33
"158904",1000,40725,33
"158908",1000,40726,33
"158912",1000,40727,33
"158916",1000,40728,33
"158920",1000,40729,33
"158924",1000,40730,33
"158928",1000,40731,33
"158932",1000,40732,33
"158936",1000,40733,33
"158940",1000,40734,33
"158944",1000,40735,33
"158948",1000,40736,33
"158952",1000,40737,33
"158956",1000,40738,33
"158960",1000,40739,33
"158964",1000,40740,33
"158968",1000,40741,33
"158972",1000,40742,33
"158976",1000,40743,33
"158980",1000,40744,33
"158984",1000,40745,33
"158988",1000,40746,33
"158992",1000,40747,33
"158996",1000,40748,33
"159000",1000,40749,33
"159004",1000,40750,33
"159008",1000,40751,33
"159012",1000,40752,33
"159016",1000,40753,33
"159020",1000,40754,33
"159024",1000,40755,33
"159028",1000,40756,33
"159032",1000,40757,33
"159036",1000,40758,33
"159040",1000,40759,33
"159044",1000,40760,33
"159048",1000,40761,33
"159052",1000,40762,33
"159056",1000,40763,33
"159060",1000,40764,33
"159064",1000,40765,33
